"","Year","Nest_ID","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Date2","Hatching_date","Parents","male_care","female_care","Brood_age","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","M_weight","F_weight","M_right_tarsus","F_right_tarsus","M_left_tarsus","F_left_tarsus","M_left_wing","F_left_wing","M_right_wing","F_right_wing","M_cap_date","F_cap_date","Manipulation"
"225",2006,"2006_C5","CA007","802109742","CA056","2006-06-03","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,"2006-06-26","2006-06-03",3,1,0,23,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2.5,26,40.5,NA,25.2,23.5,25.4,23.4,109,104,111,105,526,522,"U"
"226",2006,"2006_C5","CA007","802109742","CA056","2006-06-03","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,"2006-06-28","2006-06-03",3,1,0,25,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2.5,26,40.5,NA,25.2,23.5,25.4,23.4,109,104,111,105,526,522,"U"
"227",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,"2006-06-02","2006-06-02",0,1,1,0,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"228",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,"2006-06-05","2006-06-02",3,1,0,3,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"229",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,"2006-06-08","2006-06-02",3,1,0,6,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"230",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,"2006-06-11","2006-06-02",3,1,0,9,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"231",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,"2006-06-13","2006-06-02",3,1,0,11,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"232",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,"2006-06-16","2006-06-02",3,1,0,14,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"233",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,"2006-06-18","2006-06-02",3,1,0,16,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"234",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,"2006-06-20","2006-06-02",3,1,0,18,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"235",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,"2006-06-21","2006-06-02",3,1,0,19,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"236",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,"2006-06-24","2006-06-02",3,1,0,22,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"237",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,"2006-06-26","2006-06-02",3,1,0,24,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"238",2006,"2006_C7","CA2221","CA002","CA053","2006-06-02","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,"2006-06-28","2006-06-02",3,1,0,26,1,2,NA,NA,NA,NA,26,NA,NA,NA,NA,2,27,NA,37.5,25.4,24.7,25.4,24.8,106,109,106,110,522,525,"U"
"239",2006,"2006_C8","CA029","CA015","CA094","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,"2006-06-08","2006-06-08",4,1,1,0,1,2,NA,NA,NA,NA,3.5,NA,NA,NA,NA,1,5,41.5,40.75,25.4,25.9,25.4,26,111,112,111,112,530,528,"U"
"240",2006,"2006_C8","CA029","CA015","CA094","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,"2006-06-09","2006-06-08",3,1,0,1,1,2,NA,NA,NA,NA,3.5,NA,NA,NA,NA,1,5,41.5,40.75,25.4,25.9,25.4,26,111,112,111,112,530,528,"U"
"241",2006,"2006_C8","CA029","CA015","CA094","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,"2006-06-10","2006-06-08",3,1,0,2,1,2,NA,NA,NA,NA,3.5,NA,NA,NA,NA,1,5,41.5,40.75,25.4,25.9,25.4,26,111,112,111,112,530,528,"U"
"242",2006,"2006_C8","CA029","CA015","CA094","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,"2006-06-12","2006-06-08",3,1,0,4,0,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA,1,5,41.5,40.75,25.4,25.9,25.4,26,111,112,111,112,530,528,"U"
"243",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,519,"2006-05-19","2006-05-19",4,1,1,0,1,2,0,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"244",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,520,"2006-05-20","2006-05-19",4,1,1,1,3,2,2,2,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"245",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,521,"2006-05-21","2006-05-19",2,0,1,2,1,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"246",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,524,"2006-05-24","2006-05-19",3,1,0,5,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"247",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,526,"2006-05-26","2006-05-19",3,1,0,7,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"248",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,527,"2006-05-27","2006-05-19",3,1,0,8,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"249",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,528,"2006-05-28","2006-05-19",3,1,0,9,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"250",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,530,"2006-05-30","2006-05-19",3,1,0,11,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"251",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,531,"2006-05-31","2006-05-19",3,1,0,12,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"252",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,601,"2006-06-01","2006-05-19",3,1,0,13,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"253",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,603,"2006-06-03","2006-05-19",3,1,0,15,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"254",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,605,"2006-06-05","2006-05-19",3,1,0,17,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"255",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,607,"2006-06-07","2006-05-19",3,1,0,19,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"256",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,610,"2006-06-10","2006-05-19",3,1,0,22,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"257",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,612,"2006-06-12","2006-05-19",3,1,0,24,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"258",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,615,"2006-06-15","2006-05-19",3,1,0,27,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"259",2006,"2006_D1","802122919","BX.WX|GX.BX","802122932","2006-05-19","fledged","802122933","2006-05-20","fledged","802122936","2006-05-20","died",NA,NA,NA,NA,NA,NA,618,"2006-06-18","2006-05-19",3,1,0,30,2,2,2,0,NA,NA,26,26,1,NA,NA,4,31,37,35.75,26.1,24.9,26.1,24.8,112,106,113,107,511,510,"U"
"260",2006,"2006_D102","802122915","802122910","CA024","2006-05-29","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,"2006-05-29","2006-05-29",4,1,1,0,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,37.25,35.25,25.9,23.4,26,23.6,109,104,109,105,511,510,"U"
"261",2006,"2006_D102","802122915","802122910","CA024","2006-05-29","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,"2006-05-30","2006-05-29",4,1,1,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,37.25,35.25,25.9,23.4,26,23.6,109,104,109,105,511,510,"U"
"262",2006,"2006_D102","802122915","802122910","CA024","2006-05-29","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,"2006-06-01","2006-05-29",4,1,1,3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,37.25,35.25,25.9,23.4,26,23.6,109,104,109,105,511,510,"U"
"263",2006,"2006_D11","CA069","CA019","CA214","2006-06-11","died","CA215","2006-06-11","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,611,"2006-06-11","2006-06-11",4,1,1,0,2,2,2,NA,NA,NA,3.5,3.5,NA,NA,NA,12,12,45,40.25,25.1,23.9,25,24,110,109,110,110,604,529,"U"
"264",2006,"2006_D11","CA069","CA019","CA214","2006-06-11","died","CA215","2006-06-11","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,613,"2006-06-13","2006-06-11",4,1,1,2,2,2,2,NA,NA,NA,3.5,3.5,NA,NA,NA,12,12,45,40.25,25.1,23.9,25,24,110,109,110,110,604,529,"U"
"265",2006,"2006_D11","CA069","CA019","CA214","2006-06-11","died","CA215","2006-06-11","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,615,"2006-06-15","2006-06-11",4,1,1,4,0,0,0,NA,NA,NA,3.5,3.5,NA,NA,NA,12,12,45,40.25,25.1,23.9,25,24,110,109,110,110,604,529,"U"
"266",2006,"2006_D11","CA069","CA019","CA214","2006-06-11","died","CA215","2006-06-11","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,622,"2006-06-22","2006-06-11",4,1,1,11,0,0,0,NA,NA,NA,3.5,3.5,NA,NA,NA,12,12,45,40.25,25.1,23.9,25,24,110,109,110,110,604,529,"U"
"267",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,606,"2006-06-06","2006-06-06",4,1,1,0,3,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"268",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,607,"2006-06-07","2006-06-06",4,1,1,1,3,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"269",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,608,"2006-06-08","2006-06-06",4,1,1,2,3,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"270",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,610,"2006-06-10","2006-06-06",3,1,0,4,3,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"271",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,613,"2006-06-13","2006-06-06",3,1,0,7,3,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"272",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,619,"2006-06-19","2006-06-06",3,1,0,13,3,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"273",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,621,"2006-06-21","2006-06-06",3,1,0,15,3,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"274",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,627,"2006-06-27","2006-06-06",3,1,0,21,2,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"275",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,629,"2006-06-29","2006-06-06",3,1,0,23,2,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"276",2006,"2006_D113","CA078","CA063","CA119","2006-06-06","fledged","CA120","2006-06-06","fledged","CA121","2006-06-06","fledged",NA,NA,NA,NA,NA,NA,701,"2006-07-01","2006-06-06",3,1,0,25,1,2,2,2,NA,NA,26,26,26,NA,NA,3.5,26,45,38.5,25.9,25.2,25.9,25.2,108,108,108,108,605,604,"U"
"277",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,620,"2006-06-20","2006-06-20",4,1,1,0,3,2,2,2,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"278",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,621,"2006-06-21","2006-06-20",4,1,1,1,2,2,2,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"279",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,622,"2006-06-22","2006-06-20",4,1,1,2,2,2,2,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"280",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,627,"2006-06-27","2006-06-20",4,1,1,7,1,2,0,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"281",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,629,"2006-06-29","2006-06-20",3,1,0,9,1,2,0,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"282",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,701,"2006-07-01","2006-06-20",3,1,0,11,1,2,0,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"283",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,704,"2006-07-04","2006-06-20",3,1,0,14,1,2,0,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"284",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,705,"2006-07-05","2006-06-20",3,1,0,15,0,0,0,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"285",2006,"2006_D116","802109713","BX.WX|BX.SX","CA194","2006-06-20","died","CA195","2006-06-20","unknown","CA196","2006-06-20","died",NA,NA,NA,NA,NA,NA,709,"2006-07-09","2006-06-20",3,1,0,19,0,0,0,0,NA,NA,15,5,1,NA,NA,8.5,20,42,39.25,26.8,25.7,26.8,25.6,NA,111,NA,111,611,606,"U"
"286",2006,"2006_D117","CA049","CA060","CA059","2006-06-04","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,"2006-06-04","2006-06-04",4,1,1,0,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,1,17,36.75,37.75,25.6,24.8,25.5,24.7,108,107,110,107,602,604,"U"
"287",2006,"2006_D117","CA049","CA060","CA059","2006-06-04","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,"2006-06-05","2006-06-04",3,1,0,1,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,1,17,36.75,37.75,25.6,24.8,25.5,24.7,108,107,110,107,602,604,"U"
"288",2006,"2006_D117","CA049","CA060","CA059","2006-06-04","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,"2006-06-07","2006-06-04",3,1,0,3,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,1,17,36.75,37.75,25.6,24.8,25.5,24.7,108,107,110,107,602,604,"U"
"289",2006,"2006_D117","CA049","CA060","CA059","2006-06-04","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,"2006-06-10","2006-06-04",3,1,0,6,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,1,17,36.75,37.75,25.6,24.8,25.5,24.7,108,107,110,107,602,604,"U"
"290",2006,"2006_D117","CA049","CA060","CA059","2006-06-04","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,"2006-06-17","2006-06-04",3,1,0,13,0,0,NA,NA,NA,NA,10,NA,NA,NA,NA,1,17,36.75,37.75,25.6,24.8,25.5,24.7,108,107,110,107,602,604,"U"
"291",2006,"2006_D117","CA049","CA060","CA059","2006-06-04","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,"2006-06-20","2006-06-04",3,1,0,16,0,0,NA,NA,NA,NA,10,NA,NA,NA,NA,1,17,36.75,37.75,25.6,24.8,25.5,24.7,108,107,110,107,602,604,"U"
"292",2006,"2006_D118","CA109","CA122","CA160","2006-06-12","died","CA161","2006-06-12","died","CA162","2006-06-12","died",NA,NA,NA,NA,NA,NA,612,"2006-06-12","2006-06-12",4,1,1,0,3,2,2,2,NA,NA,12.5,7,4,NA,NA,2,16,38.75,38,26.3,25.5,26.3,25.4,110,109,109,110,527,606,"U"
"293",2006,"2006_D118","CA109","CA122","CA160","2006-06-12","died","CA161","2006-06-12","died","CA162","2006-06-12","died",NA,NA,NA,NA,NA,NA,615,"2006-06-15","2006-06-12",3,1,0,3,3,2,2,2,NA,NA,12.5,7,4,NA,NA,2,16,38.75,38,26.3,25.5,26.3,25.4,110,109,109,110,527,606,"U"
"294",2006,"2006_D118","CA109","CA122","CA160","2006-06-12","died","CA161","2006-06-12","died","CA162","2006-06-12","died",NA,NA,NA,NA,NA,NA,616,"2006-06-16","2006-06-12",3,1,0,4,2,2,2,0,NA,NA,12.5,7,4,NA,NA,2,16,38.75,38,26.3,25.5,26.3,25.4,110,109,109,110,527,606,"U"
"295",2006,"2006_D118","CA109","CA122","CA160","2006-06-12","died","CA161","2006-06-12","died","CA162","2006-06-12","died",NA,NA,NA,NA,NA,NA,618,"2006-06-18","2006-06-12",3,1,0,6,2,2,2,0,NA,NA,12.5,7,4,NA,NA,2,16,38.75,38,26.3,25.5,26.3,25.4,110,109,109,110,527,606,"U"
"296",2006,"2006_D118","CA109","CA122","CA160","2006-06-12","died","CA161","2006-06-12","died","CA162","2006-06-12","died",NA,NA,NA,NA,NA,NA,619,"2006-06-19","2006-06-12",3,1,0,7,1,2,0,0,NA,NA,12.5,7,4,NA,NA,2,16,38.75,38,26.3,25.5,26.3,25.4,110,109,109,110,527,606,"U"
"297",2006,"2006_D118","CA109","CA122","CA160","2006-06-12","died","CA161","2006-06-12","died","CA162","2006-06-12","died",NA,NA,NA,NA,NA,NA,621,"2006-06-21","2006-06-12",3,1,0,9,1,2,0,0,NA,NA,12.5,7,4,NA,NA,2,16,38.75,38,26.3,25.5,26.3,25.4,110,109,109,110,527,606,"U"
"298",2006,"2006_D118","CA109","CA122","CA160","2006-06-12","died","CA161","2006-06-12","died","CA162","2006-06-12","died",NA,NA,NA,NA,NA,NA,627,"2006-06-27","2006-06-12",3,1,0,15,0,0,0,0,NA,NA,12.5,7,4,NA,NA,2,16,38.75,38,26.3,25.5,26.3,25.4,110,109,109,110,527,606,"U"
"299",2006,"2006_D119","CA048","CA061","CA199","2006-06-20","unknown","CA200","2006-06-20","unknown","CA225","2006-06-21","unknown",NA,NA,NA,NA,NA,NA,620,"2006-06-20","2006-06-20",4,1,1,0,2,2,2,0,NA,NA,8,3.5,3.5,NA,NA,7,9,37.5,40.5,24.6,24.9,24.7,24.9,109,109,109,110,602,604,"U"
"300",2006,"2006_D119","CA048","CA061","CA199","2006-06-20","unknown","CA200","2006-06-20","unknown","CA225","2006-06-21","unknown",NA,NA,NA,NA,NA,NA,621,"2006-06-21","2006-06-20",4,1,1,1,3,2,2,2,NA,NA,8,3.5,3.5,NA,NA,7,9,37.5,40.5,24.6,24.9,24.7,24.9,109,109,109,110,602,604,"U"
"301",2006,"2006_D119","CA048","CA061","CA199","2006-06-20","unknown","CA200","2006-06-20","unknown","CA225","2006-06-21","unknown",NA,NA,NA,NA,NA,NA,622,"2006-06-22","2006-06-20",4,1,1,2,3,2,2,2,NA,NA,8,3.5,3.5,NA,NA,7,9,37.5,40.5,24.6,24.9,24.7,24.9,109,109,109,110,602,604,"U"
