"","X","dayID","Nest_ID","Brood_age","Date2","Year","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Hatching_date","Parents","male_care","female_care","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","Manipulation","Chick1_pres_full","Chick2_pres_full","Chick3_pres_full","Chick4_pres_full","Chick5_pres_full","Chick_nr2","M_tarsus_mean","Male_CI","F_tarsus_mean","Female_CI","julian_hatching_date","Mean_hatching_date","Sd","Relative_hatching_date","Chick_presence_max_age","Chick_presence_max_day","Male_care_full","Female_care_full","Brood_fate","Female_care_lead","Chick_change_nr","Chick_change","Female_change","End_of_care","Mean_brood_CI","Max_chick_CI","Manip_type","Brood_max_size"
"1499",1499,"2010_A106_23","2010_A106",23,"2010-05-29",2010,"CA1230","CA1429","CA2409","2010-05-06","died","CA2411","2010-05-07","fledged","CA2412","2010-05-07","fledged","CA2413","2010-05-07","died",NA,NA,NA,529,"2010-05-06",3,1,0,2,0,2,2,0,NA,1,26,26,5,NA,6,26,"U",0,1,1,0,NA,2,NA,NA,NA,NA,126,136.643451143451,15.0639532858246,-0.706550992392333,26,28,1,0,"fledged",0,0,0,0,"Desertion",6.02963844253508,6.22008759940407,"U",1
"1500",1500,"2010_A106_24","2010_A106",24,"2010-05-30",2010,"CA1230","CA1429","CA2409","2010-05-06","died","CA2411","2010-05-07","fledged","CA2412","2010-05-07","fledged","CA2413","2010-05-07","died",NA,NA,NA,NA,"2010-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,26,5,NA,6,26,"U",0,1,1,0,NA,2,NA,NA,NA,NA,126,136.643451143451,15.0639532858246,-0.706550992392333,26,28,1,0,"fledged",0,0,0,0,"Desertion",6.02963844253508,6.22008759940407,"U",1
"1501",1501,"2010_A106_25","2010_A106",25,"2010-05-31",2010,"CA1230","CA1429","CA2409","2010-05-06","died","CA2411","2010-05-07","fledged","CA2412","2010-05-07","fledged","CA2413","2010-05-07","died",NA,NA,NA,531,"2010-05-06",3,1,0,2,0,2,2,0,NA,1,26,26,5,NA,6,26,"U",0,1,1,0,NA,2,NA,NA,NA,NA,126,136.643451143451,15.0639532858246,-0.706550992392333,26,28,1,0,"fledged",0,0,0,0,"Desertion",6.02963844253508,6.22008759940407,"U",1
"1502",1502,"2010_A110_0","2010_A110",0,"2010-06-15",2010,"CA2240","CA2093","CA2518","2010-06-15","unknown","CA2519","2010-06-15","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,615,"2010-06-15",4,1,1,2,2,2,NA,NA,NA,3,3,NA,NA,NA,3,3,"U",1,1,NA,NA,NA,2,25.1,37.50459,25.3,38.03878,166,136.643451143451,15.0639532858246,1.94879446978727,3,2,1,1,"unknown",1,0,0,0,"Unfinished",2.67802560592067,2.67802560592067,"U",3
"1503",1503,"2010_A110_1","2010_A110",1,"2010-06-16",2010,"CA2240","CA2093","CA2518","2010-06-15","unknown","CA2519","2010-06-15","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,616,"2010-06-15",4,1,1,2,2,2,NA,NA,NA,3,3,NA,NA,NA,3,3,"U",1,1,NA,NA,NA,2,25.1,37.50459,25.3,38.03878,166,136.643451143451,15.0639532858246,1.94879446978727,3,2,1,1,"unknown",1,0,0,0,"Unfinished",2.67802560592067,2.67802560592067,"U",3
"1504",1504,"2010_A110_2","2010_A110",2,"2010-06-17",2010,"CA2240","CA2093","CA2518","2010-06-15","unknown","CA2519","2010-06-15","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,617,"2010-06-15",4,1,1,2,2,2,NA,NA,NA,3,3,NA,NA,NA,3,3,"U",1,1,NA,NA,NA,2,25.1,37.50459,25.3,38.03878,166,136.643451143451,15.0639532858246,1.94879446978727,3,2,1,1,"unknown",NA,0,0,NA,"Unfinished",2.67802560592067,2.67802560592067,"U",3
"1505",1505,"2010_A112_0","2010_A112",0,"2010-06-20",2010,"CA2033","CA044","CA2520","2010-06-20","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,"2010-06-20",2,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,"U",1,NA,NA,NA,NA,1,NA,NA,25.4,32.19129,171,136.643451143451,15.0639532858246,2.28071265255973,4,3,1,1,"unknown",1,0,0,0,"Unfinished",5.48434111699268,5.48434111699268,"U",4
"1506",1506,"2010_A112_1","2010_A112",1,"2010-06-21",2010,"CA2033","CA044","CA2520","2010-06-20","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,"2010-06-20",4,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,"U",1,NA,NA,NA,NA,1,NA,NA,25.4,32.19129,171,136.643451143451,15.0639532858246,2.28071265255973,4,3,1,1,"unknown",1,0,0,0,"Unfinished",5.48434111699268,5.48434111699268,"U",4
"1507",1507,"2010_A112_2","2010_A112",2,"2010-06-22",2010,"CA2033","CA044","CA2520","2010-06-20","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,"U",1,NA,NA,NA,NA,1,NA,NA,25.4,32.19129,171,136.643451143451,15.0639532858246,2.28071265255973,4,3,1,1,"unknown",1,0,0,0,"Unfinished",5.48434111699268,5.48434111699268,"U",4
"1508",1508,"2010_A112_3","2010_A112",3,"2010-06-23",2010,"CA2033","CA044","CA2520","2010-06-20","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623,"2010-06-20",4,1,1,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,"U",1,NA,NA,NA,NA,1,NA,NA,25.4,32.19129,171,136.643451143451,15.0639532858246,2.28071265255973,4,3,1,1,"unknown",NA,0,0,NA,"Unfinished",5.48434111699268,5.48434111699268,"U",4
"1509",1509,"2010_A113_0","2010_A113",0,"2010-06-25",2010,"CA2248","CA103","CA2347","2010-06-25","unknown","CA2348","2010-06-25","unknown","CA2350","2010-06-26","died",NA,NA,NA,NA,NA,NA,625,"2010-06-25",4,1,1,2,2,2,0,NA,NA,5,5,1.5,NA,NA,5,5,"U",1,1,0,NA,NA,2,25.1,41.49009,26.1,38.15082,176,136.643451143451,15.0639532858246,2.61263083533218,5,4,1,1,"unknown",1,0,0,0,"Unfinished",6.77375370535677,7.25676886597142,"U",2
"1510",1510,"2010_A113_1","2010_A113",1,"2010-06-26",2010,"CA2248","CA103","CA2347","2010-06-25","unknown","CA2348","2010-06-25","unknown","CA2350","2010-06-26","died",NA,NA,NA,NA,NA,NA,626,"2010-06-25",4,1,1,3,2,2,2,NA,NA,5,5,1.5,NA,NA,5,5,"U",1,1,1,NA,NA,3,25.1,41.49009,26.1,38.15082,176,136.643451143451,15.0639532858246,2.61263083533218,5,4,1,1,"unknown",1,0,0,0,"Unfinished",6.77375370535677,7.25676886597142,"U",2
"1511",1511,"2010_A113_2","2010_A113",2,"2010-06-27",2010,"CA2248","CA103","CA2347","2010-06-25","unknown","CA2348","2010-06-25","unknown","CA2350","2010-06-26","died",NA,NA,NA,NA,NA,NA,NA,"2010-06-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1.5,NA,NA,5,5,"U",1,1,1,NA,NA,3,25.1,41.49009,26.1,38.15082,176,136.643451143451,15.0639532858246,2.61263083533218,5,4,1,1,"unknown",1,1,1,0,"Unfinished",6.77375370535677,7.25676886597142,"U",2
"1512",1512,"2010_A113_3","2010_A113",3,"2010-06-28",2010,"CA2248","CA103","CA2347","2010-06-25","unknown","CA2348","2010-06-25","unknown","CA2350","2010-06-26","died",NA,NA,NA,NA,NA,NA,628,"2010-06-25",4,1,1,2,2,2,0,NA,NA,5,5,1.5,NA,NA,5,5,"U",1,1,0,NA,NA,2,25.1,41.49009,26.1,38.15082,176,136.643451143451,15.0639532858246,2.61263083533218,5,4,1,1,"unknown",1,0,0,0,"Unfinished",6.77375370535677,7.25676886597142,"U",2
"1513",1513,"2010_A113_4","2010_A113",4,"2010-06-29",2010,"CA2248","CA103","CA2347","2010-06-25","unknown","CA2348","2010-06-25","unknown","CA2350","2010-06-26","died",NA,NA,NA,NA,NA,NA,629,"2010-06-25",4,1,1,2,2,2,0,NA,NA,5,5,1.5,NA,NA,5,5,"U",1,1,0,NA,NA,2,25.1,41.49009,26.1,38.15082,176,136.643451143451,15.0639532858246,2.61263083533218,5,4,1,1,"unknown",NA,0,0,NA,"Unfinished",6.77375370535677,7.25676886597142,"U",2
"1514",1514,"2010_A12_0","2010_A12",0,"2010-05-20",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,520,"2010-05-20",0,1,1,2,2,2,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,1,NA,NA,NA,2,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,1,"died",0,0,0,1,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1515",1515,"2010_A12_1","2010_A12",1,"2010-05-21",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,521,"2010-05-20",3,1,0,2,2,2,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,1,NA,NA,NA,2,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1516",1516,"2010_A12_2","2010_A12",2,"2010-05-22",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,1,NA,NA,NA,2,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,1,1,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1517",1517,"2010_A12_3","2010_A12",3,"2010-05-23",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,523,"2010-05-20",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1518",1518,"2010_A12_4","2010_A12",4,"2010-05-24",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1519",1519,"2010_A12_5","2010_A12",5,"2010-05-25",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1520",1520,"2010_A12_6","2010_A12",6,"2010-05-26",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1521",1521,"2010_A12_7","2010_A12",7,"2010-05-27",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,527,"2010-05-20",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1522",1522,"2010_A12_8","2010_A12",8,"2010-05-28",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1523",1523,"2010_A12_9","2010_A12",9,"2010-05-29",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,529,"2010-05-20",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1524",1524,"2010_A12_10","2010_A12",10,"2010-05-30",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1525",1525,"2010_A12_11","2010_A12",11,"2010-05-31",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,531,"2010-05-20",3,1,0,1,2,0,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1526",1526,"2010_A12_12","2010_A12",12,"2010-06-01",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1527",1527,"2010_A12_13","2010_A12",13,"2010-06-02",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,0,0,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1528",1528,"2010_A12_14","2010_A12",14,"2010-06-03",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",1,0,NA,NA,NA,1,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,1,0,"died",0,1,1,0,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1529",1529,"2010_A12_15","2010_A12",15,"2010-06-04",2010,"CA2404","CA2038","CA2467","2010-05-20","died","CA2470","2010-05-20","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,2.5,NA,NA,NA,1,15,"U",0,0,NA,NA,NA,0,26.6,31.2105,25.2,39.68154,140,136.643451143451,15.0639532858246,0.22281991937053,14.5,14,0,0,"died",NA,0,0,NA,"Desertion",5.46868655761204,5.48867348485654,"U",3
"1530",1530,"2010_A13_0","2010_A13",0,"2010-05-22",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,522,"2010-05-22",4,1,1,1,2,0,0,NA,NA,2,5,26,NA,NA,13,26,"U",1,1,1,NA,NA,3,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1531",1531,"2010_A13_1","2010_A13",1,"2010-05-23",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,523,"2010-05-22",4,1,1,3,2,2,2,NA,NA,2,5,26,NA,NA,13,26,"U",1,1,1,NA,NA,3,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,1,1,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1532",1532,"2010_A13_2","2010_A13",2,"2010-05-24",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,524,"2010-05-22",4,1,1,2,0,2,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,1,1,NA,NA,2,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1533",1533,"2010_A13_3","2010_A13",3,"2010-05-25",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,26,NA,NA,13,26,"U",0,1,1,NA,NA,2,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1534",1534,"2010_A13_4","2010_A13",4,"2010-05-26",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,526,"2010-05-22",2,0,1,2,0,2,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,1,1,NA,NA,2,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,1,1,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1535",1535,"2010_A13_5","2010_A13",5,"2010-05-27",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,527,"2010-05-22",4,1,1,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1536",1536,"2010_A13_6","2010_A13",6,"2010-05-28",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1537",1537,"2010_A13_7","2010_A13",7,"2010-05-29",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,529,"2010-05-22",4,1,1,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1538",1538,"2010_A13_8","2010_A13",8,"2010-05-30",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1539",1539,"2010_A13_9","2010_A13",9,"2010-05-31",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,531,"2010-05-22",2,0,1,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1540",1540,"2010_A13_10","2010_A13",10,"2010-06-01",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1541",1541,"2010_A13_11","2010_A13",11,"2010-06-02",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,602,"2010-05-22",2,0,1,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1542",1542,"2010_A13_12","2010_A13",12,"2010-06-03",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,603,"2010-05-22",2,0,1,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,1,"fledged",0,0,0,1,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1543",1543,"2010_A13_13","2010_A13",13,"2010-06-04",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,604,"2010-05-22",3,1,0,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1544",1544,"2010_A13_14","2010_A13",14,"2010-06-05",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1545",1545,"2010_A13_15","2010_A13",15,"2010-06-06",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,606,"2010-05-22",3,1,0,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1546",1546,"2010_A13_16","2010_A13",16,"2010-06-07",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1547",1547,"2010_A13_17","2010_A13",17,"2010-06-08",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,608,"2010-05-22",3,1,0,1,0,0,2,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
"1548",1548,"2010_A13_18","2010_A13",18,"2010-06-09",2010,"CA1234","CA2312","CA2341","2010-05-22","died","CA2481","2010-05-22","unknown","CA2482","2010-05-22","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,26,NA,NA,13,26,"U",0,0,1,NA,NA,1,25.2,39.0169,25.3,39.84562,142,136.643451143451,15.0639532858246,0.35558719247951,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.72404651401225,6.55447855044797,"U",2
