Nest_ID,year,ring,date,time,sex,site,nest,left_tarsus,right_tarsus,left_wing,right_wing,weight,fat,blood,code,moult,observer,comments
2007_,2007,CA1454,617,1899-12-31 17:00:00,J,,,17.7,17.5,,,6.6,,1,MX.XX|RX.XX,,CK,"CF A119, original A119 or A133"
2007_,2007,CA1455,617,1899-12-31 17:00:00,J,,,17.7,17.7,,,7,,1,MX.XX|WX.XX,,CK,"CF A119, original A119 or A133"
2007_,2007,CA1459,619,1899-12-31 08:50:00,J,,,17.2,17.2,,,6.1,,1,MX.XX|GX.XX,,CK,"CF E301, original A113 or E301"
2007_,2007,CA1460,619,1899-12-31 08:50:00,J,,,18.4,18.3,,,7,,1,MX.XX|OX.XX,,CK,"CF E301, original A113 or E301"
2007_,2007,CA1483,626,1899-12-31 11:00:00,J,,,17.7,17.7,,,6.3,,1,MX.XX|YX.XX,,CK,"CF B8, original B5 or A301"
2007_,2007,CA1484,626,1899-12-31 11:00:00,J,,,18,18,,,6.8,,1,MX.XX|YX.XX,,CK,"CF B8, original B5 or A301"
2007_,2007,CA1485,626,1899-12-31 11:00:00,J,,,17.6,17.6,,,6.9,,1,MX.XX|BX.XX,,CK,"CF B8, original B5 or A301"
2007_,2007,CA1486,626,1899-12-31 11:00:00,J,,,18.6,18.7,,,6.5,,1,MX.XX|BX.XX,,CK,"CF B8, original B5 or A301"
2007_A-1,2007,CA139,518,1899-12-31 19:15:00,M,A,-1,,,,,,,0,YX.MX|OX.YX,,CK,"observation only, not trapped"
2007_A-1,2007,CA2036,518,1899-12-31 19:15:00,F,A,-1,,,,,,,0,YX.RX|RX.YM,,CK,"observation only, not trapped"
2007_A-1,2007,CA1220,518,1899-12-31 20:35:00,J,A,-1,18.1,18.2,,,5.1,,1,MX.XX|OX.XX,,CK,
2007_A-1,2007,CA1220,525,1899-12-31 21:00:00,J,A,-1,21.5,21.3,,,,,0,MX.XX|OX.XX,,MC,recap
2007_A-1,2007,CA1220,609,1899-12-31 22:50:00,J,A,-1,25,24.9,,,22,,0,MX.XX|OX.XX,,CK,
2007_A-1,2007,CA1221,518,1899-12-31 20:35:00,J,A,-1,18.1,18,,,5.4,,1,MX.XX|OX.XX,,CK,
2007_A-1,2007,CA1222,518,1899-12-31 20:35:00,J,A,-1,18.7,18.5,,,5.3,,1,MX.XX|OX.XX,,CK,
2007_A-1,2007,CA1222,525,1899-12-31 21:00:00,J,A,-1,21,21.3,,,12.7,,0,MX.XX|OX.XX,,MC,recap
2007_A-1,2007,CA1222,602,1899-12-31 21:10:00,J,A,-1,23.4,23.3,,,21.5,,0,MX.XX|OX.XX,,CK,
2007_A-2,2007,CA1447,616,1899-12-31 08:50:00,J,A,-2,17.8,17.7,,,6.4,,1,MX.XX|YX.XX,,CK,
2007_A-2,2007,CA1447,621,1899-12-31 21:50:00,J,A,-2,20.4,20.2,,,7.5,,0,MX.XX|YX.XX,,CK,
2007_A-2,2007,CA1448,616,1899-12-31 08:50:00,J,A,-2,17.5,17.7,,,4.9,,1,MX.XX|YX.XX,,CK,
2007_A-2,2007,CA1448,621,1899-12-31 21:50:00,J,A,-2,20.2,19.9,,,7.1,,0,MX.XX|YX.XX,,CK,
2007_A-2,2007,CA1462,621,1899-12-31 21:50:00,J,A,-2,19.1,19,,,5.8,,0,MX.XX|WX.XX,,CK,
2007_A1,2007,802109735,508,1899-12-31 16:50:00,M,A,1,25.7,25.7,110,110,37,1,1,YX.RX|WX.GM,,LL,
2007_A1,2007,CA262,510,1899-12-31 10:40:00,F,A,1,25.6,25.7,108,109,38.8,1,1,YX.MX|YX.YX,,LL,
2007_A1,2007,CA1241,528,1899-12-31 16:40:00,J,A,1,17.2,17.1,,,6.3,,1,MX.XX|LX.XX,,CK,CF C14
2007_A102,2007,CA1210,512,1899-12-31 11:00:00,F,A,102,25.3,25.1,108,108,36.3,2,2,BX.MX|BX.OX,,CK,
2007_A102,2007,CA115,513,1899-12-31 18:50:00,M,A,102,26.2,26.2,108,110,36.6,1,1,YX.MX|GX.YX,,CK,
2007_A102,2007,CA115,517,1899-12-31 07:20:00,M,A,102,26.3,26.5,107,107,36.2,1,1,YX.MX|GX.YX,,LL,
2007_A102,2007,CA1227,523,1899-12-31 08:30:00,J,A,102,17.7,17.8,,,6.2,,1,MX.XX|WX.XX,,CK,CF C1
2007_A102,2007,CA1228,523,1899-12-31 10:30:00,J,A,102,17.4,17.6,,,6.3,,1,MX.XX|WX.XX,,CK,CF D2
2007_A102,2007,CA1231,524,1899-12-31 06:30:00,J,A,102,16.8,17,,,6.1,,1,MX.XX|WX.XX,,CK,
2007_A103,2007,CA1253,508,1899-12-31 11:10:00,F,A,103,24.7,24.5,105,106,35.3,1,2,LX.MX|LX.BX,,LL,
2007_A103,2007,CA1223,519,1899-12-31 19:30:00,M,A,103,25.8,26,108,110,34.7,1,2,BX.MX|BX.RX,,CK,
2007_A103,2007,CA1410,601,1899-12-31 11:30:00,J,A,103,16.2,16.1,,,5.6,,1,MX.XX|GX.XX,,CK,CF C13
2007_A104,2007,CA1279,528,1899-12-31 07:00:00,F,A,104,25.3,25.5,104,104,37.3,0,1,LX.MX|RX.GX,,LL,
2007_A104,2007,CA1272,522,1899-12-31 19:30:00,M,A,104,24.4,24.3,102,102,38.8,1,2,LX.MX|BX.LX,,LL,
2007_A106,2007,802109729,523,1899-12-31 09:13:00,F,A,106,25.8,25.8,105,106,38.4,1,1,WX.BX|LX.WM,,LL,
2007_A106,2007,CA138,609,1899-12-31 11:48:00,M,A,106,24.1,24.2,105,105,36.5,1,1,YX.MX|LX.GX,,LL,
2007_A106,2007,CA1315,615,1899-12-31 07:14:00,J,A,106,17.3,17.2,,,4.6,,1,MX.XX|BX.XX,,LL,
2007_A106,2007,CA1446,623,1899-12-31 22:50:00,J,A,106,20.3,20.2,,,5.8,,0,MX.XX|LX.XX,,CK,
2007_A107,2007,CA1273,523,1899-12-31 09:50:00,F,A,107,24.9,25,106,106,42.2,2,2,LX.MX|YX.GX,,LL,
2007_A107,2007,CA2040,524,1899-12-31 19:30:00,M,A,107,26.1,26.1,110,111,41,1,1,WX.BX|YX.WM,,CK,
2007_A108,2007,CA060,523,1899-12-31 10:40:00,F,A,108,25,25.1,107,107,39.2,0,1,WX.MX|GX.YX,,LL,
2007_A108,2007,CA166,524,1899-12-31 20:10:00,M,A,108,24.9,24.8,107,108,37.4,1,1,WX.MX|RX.WX,,LL,
2007_A109,2007,CA098,523,1899-12-31 11:22:00,M,A,109,25.7,25.8,108,109,39,0,1,WX.MX|YX.OX,,LL,
2007_A109,2007,CA101,602,1899-12-31 17:20:00,F,A,109,25.2,25.2,106,106,36.3,2,1,YX.MX|OX.GX,,CK,
2007_A110,2007,CA2073,523,1899-12-31 08:30:00,M,A,110,25.3,25.4,108,109,42.5,1,1,WX.BX|YX.LM,,LL,"Not sure it was de female, question mark in my notes."
2007_A110,2007,CA015,528,1899-12-31 19:00:00,F,A,110,26,26,109,110,38,0,1,RX.MX|LX.GX,,LL,
2007_A111,2007,CA2082,605,1899-12-31 19:59:00,F,A,111,26.1,26.1,110,110,37.3,1,1,YX.MX|WX.GX,,LL,
2007_A112,2007,CA1300,605,1899-12-31 19:45:00,M,A,112,26,26,109,108,43,2,2,LX.MX|OX.OX,,LL,
2007_A112,2007,CA1303,610,1899-12-31 10:49:00,J,A,112,17,16.4,,,5.7,,1,MX.XX|RX.XX,,LL,Uneven tarsus.
2007_A112,2007,CA1302,607,1899-12-31 07:30:00,F,A,112,24.5,24.5,102,102,38,0,2,LX.MX|WX.RX,,LL,
2007_A112,2007,CA1431,609,1899-12-31 16:35:00,J,A,112,18.3,18.1,,,6.2,,1,MX.XX|RX.XX,,CK,CF A7
2007_A112,2007,CA1432,609,1899-12-31 16:35:00,J,A,112,18.7,18.8,,,6.6,,1,MX.XX|RX.XX,,CK,chick found dead during cross fostering
2007_A113,2007,CA1297,605,1899-12-31 16:28:00,F,A,113,25.7,25.7,103,104,36.7,0,2,LX.MX|YX.YX,,LL,
2007_A113,2007,CA1322,619,1899-12-31 06:20:00,J,A,113,17.2,17.2,,,5.3,,1,MX.XX|OX.XX,,LL,
2007_A113,2007,CA1322,621,1899-12-31 21:35:00,J,A,113,19.1,19.1,,,5.2,,0,MX.XX|OX.XX,,CK,
2007_A113,2007,CA1324,621,1899-12-31 21:35:00,J,A,113,19.1,19.1,,,5.5,,0,MX.XX|GX.XX,,CK,
2007_A113,2007,CA1325,619,1899-12-31 17:20:00,J,A,113,16.6,16.5,,,5.8,,1,MX.XX|OX.XX,,LL,CF A118
2007_A113,2007,CA1310,612,1899-12-31 20:01:00,M,A,113,26.3,26.3,103,104,41.5,1,2,LX.MX|LX.YX,,LL,
2007_A114,2007,802109785,528,1899-12-31 09:20:00,F,A,114,25.5,25.5,110,110,41.6,0,1,WX.BX|OX.RM,,LL,Transponder.
2007_A114,2007,CA247,605,1899-12-31 20:15:00,M,A,114,25.2,25,,,39.5,0,1,YX.MX|BX.OX,,CK,
2007_A115,2007,CA1280,528,1899-12-31 08:35:00,F,A,115,24.5,25.6,109,111,42.5,1,2,LX.MX|RX.LX,,LL,
2007_A115,2007,CA1425,605,1899-12-31 20:50:00,M,A,115,25.9,25.9,109,108,39,0,2,BX.MX|LX.RX,,CK,
2007_A115,2007,CA1317,619,1899-12-31 09:45:00,J,A,115,19.1,19.1,,,5.2,,0,MX.XX|LX.XX,,CK,
2007_A115,2007,CA1449,616,1899-12-31 09:15:00,J,A,115,18.5,18.6,,,6.5,,1,MX.XX|WX.XX,,CK,
2007_A115,2007,CA1449,619,1899-12-31 09:45:00,J,A,115,19,18.9,,,5.4,,0,MX.XX|WX.XX,,CK,
2007_A115,2007,CA1461,619,1899-12-31 09:45:00,J,A,115,18,18.1,,,5.2,,1,MX.XX|WX.XX,,CK,
2007_A117,2007,CA093,604,1899-12-31 22:45:00,M,A,117,26.1,26,,,38.2,1,0,WX.MX|YX.GX,,CK,
2007_A117,2007,CA1251,606,1899-12-31 09:00:00,F,A,117,24.3,24.1,,,40,1,0,LX.MX|BX.BX,,CK,
2007_A118,2007,CA1298,605,1899-12-31 17:24:00,F,A,118,25.8,25.8,110,111,37,1,2,LX.MX|WX.GX,,LL,
2007_A118,2007,CA1325,623,1899-12-31 22:50:00,J,A,118,18.4,18.7,,,6.2,,0,MX.XX|OX.XX,,CK,
2007_A118,2007,CA1320,616,1899-12-31 21:00:00,M,A,118,25.8,25.8,106,107,40.3,0,1,OX.MX|GX.WX,,MC,CR combination also at CA191
2007_A118,2007,CA1466,623,1899-12-31 22:50:00,J,A,118,18.9,18.8,,,6.5,,0,MX.XX|WX.XX,,CK,
2007_A118,2007,CA1471,623,1899-12-31 22:50:00,J,A,118,18.2,18.4,,,6,,0,MX.XX|YX.XX,,CK,
2007_A118,2007,CA1477,624,1899-12-31 17:35:00,J,A,118,17.5,17.6,,,6.3,,1,MX.XX|YX.XX,,MC,CF D110
2007_A118,2007,CA1478,624,1899-12-31 17:35:00,J,A,118,17.3,17.3,,,6.1,,1,MX.XX|YX.XX,,MC,CF D110
2007_A119,2007,CA1299,605,1899-12-31 18:00:00,F,A,119,25.1,25.1,108,109,41.3,0,2,LX.MX|RX.RX,,LL,
2007_A119,2007,CA1309,611,1899-12-31 19:32:00,M,A,119,24.8,24.9,108,108,41.5,1,2,LX.MX|RX.WX,,LL,
2007_A119,2007,CA1451,617,1899-12-31 11:30:00,J,A,119,15.9,15.9,,,7,,1,MX.XX|RX.XX,,CK,CF A118
2007_A119,2007,CA1452,617,1899-12-31 17:00:00,J,A,119,17.7,17.6,,,7.1,,1,MX.XX|RX.XX,,CK,CF A133
2007_A119,2007,CA1456,706,1899-12-31 21:30:00,J,A,119,24.5,24.4,,,21.6,,0,MX.XX|WX.XX,,CK,"broodmixing after swap, chick tended by A119 male"
2007_A120,2007,CA152,606,1899-12-31 08:30:00,F,A,120,25.9,25.8,,,40.2,0,0,WX.MX|WX.RX,,CK,
2007_A120,2007,CA1446,616,1899-12-31 08:00:00,J,A,120,18.4,18.5,,,7.3,,1,MX.XX|LX.XX,,CK,CF A106
2007_A121,2007,CA1338,621,1899-12-31 07:25:00,J,A,121,17.4,17.4,,,5.9,,1,MX.XX|YX.XX,,LL,
2007_A121,2007,CA1338,703,1899-12-31 21:15:00,J,A,121,23.1,23.1,,,13.1,,0,MX.XX|YX.XX,,CK,
2007_A121,2007,CA1338,709,1899-12-31 20:30:00,J,A,121,24.9,24.9,,,16.4,,0,MX.XX|YX.XX,,CK,
2007_A121,2007,CA171,618,1899-12-31 18:21:00,F,A,121,24,24.1,108,108,36.8,0,1,OX.MX|LX.RX,,LL,
2007_A121,2007,CA1336,620,1899-12-31 19:43:00,M,A,121,25.5,25.5,108,109,41.3,0,1,OX.MX|WX.WX,,LL,
2007_A121,2007,CA1470,621,1899-12-31 07:45:00,J,A,121,18.1,18,,,6.9,,1,MX.XX|YX.XX,,CK,CF E302
2007_A121,2007,CA1471,621,1899-12-31 10:50:00,J,A,121,18,18,,,7,,1,MX.XX|YX.XX,,CK,CF F101
2007_A122,2007,CA1344,625,1899-12-31 07:40:00,J,A,122,17.5,17.5,,,5.2,,1,MX.XX|RX.XX,,LL,
2007_A122,2007,CA1345,625,1899-12-31 18:00:00,J,A,122,17.4,17.4,,,5.2,,1,MX.XX|RX.XX,,LL,CF A301
2007_A122,2007,CA172,616,1899-12-31 21:50:00,M,A,122,26.5,26.5,110,112,41.2,1,1,OX.MX|GX.GX,,LL,
2007_A122,2007,CA1331,620,1899-12-31 07:30:00,F,A,122,25.3,25.3,108,109,39.8,0,1,OX.MX|YX.RX,,LL,One egg broken by the trap at the time of the capture.
2007_A123,2007,CA1304,610,1899-12-31 12:03:00,J,A,123,18,17.9,,,5.8,,1,MX.XX|GX.XX,,LL,
2007_A123,2007,CA1305,610,1899-12-31 16:24:00,J,A,123,17.7,17.6,,,5.4,,1,MX.XX|GX.XX,,LL,
2007_A123,2007,CA1308,611,1899-12-31 14:03:00,J,A,123,17.4,17.2,,,5.5,,1,MX.XX|GX.XX,,LL,
2007_A123,2007,CA044,610,1899-12-31 12:16:00,F,A,123,26.3,26.3,109,110,36.5,0,1,RX.MX|OX.WX,,LL,
2007_A124,2007,CA1313,614,1899-12-31 20:00:00,M,A,124,25.5,25.4,109,109,40.3,1,2,LX.MX|RX.YX,,MC,
2007_A124,2007,CA1373,628,1899-12-31 12:30:00,J,A,124,17.6,17.6,,,6,,1,MX.XX|RX.XX,,LL,
2007_A124,2007,CA1210,616,1899-12-31 18:15:00,F,A,124,25.5,25.7,108,109,32,0,0,BX.MX|BX.OX,,LL,"In my notebook, I have 32 in weight. Thats why I did not make the correction."
2007_A125,2007,CA235,614,1899-12-31 20:35:00,M,A,125,24.7,24.6,107,108,37.3,0,1,WX.MX|BX.RX,,MC,
2007_A125,2007,CA1375,628,1899-12-31 19:10:00,J,A,125,17,16.9,,,6.5,,1,MX.XX|WX.XX,,LL,
2007_A125,2007,CA204,616,1899-12-31 19:40:00,F,A,125,25.1,25.2,104,104,36.5,0,1,WX.MX|YX.YX,,LL,
2007_A126,2007,CA178,616,1899-12-31 18:35:00,M,A,126,25,24.8,107,105,38,0,1,OX.MX|LX.YX,,LL,Broken primaries on the right wing. Not sure it was the male. Has a question mark on my notes.
2007_A126,2007,CA216,618,1899-12-31 17:32:00,F,A,126,25.2,25.1,106,107,34.5,0,1,WX.MX|WX.GX,,LL,
2007_A127,2007,CA2040,614,1899-12-31 21:30:00,M,A,127,25.5,25.5,108,109,38.7,1,1,WX.BX|YX.WM,,MC,
2007_A127,2007,CA1273,616,1899-12-31 19:19:00,F,A,127,24.7,24.8,105,106,38,0,0,LX.MX|YX.GX,,LL,
2007_A127,2007,CA1390,703,1899-12-31 06:10:00,J,A,127,17.4,17.3,,,6.4,,1,MX.XX|WX.XX,,MC,
2007_A127,2007,CA1391,704,1899-12-31 06:00:00,J,A,127,16.8,16.9,,,5.1,,1,MX.XX|WX.XX,,MC,
2007_A128,2007,CA1348,626,1899-12-31 10:50:00,J,A,128,17.2,17.1,,,5.3,,1,MX.XX|OX.XX,,LL,
2007_A128,2007,CA1314,614,1899-12-31 21:50:00,M,A,128,26.2,26.2,103,102,42,0,2,LX.MX|YX.OX,,MC,
2007_A128,2007,CA125,620,1899-12-31 09:10:00,F,A,128,24.8,24.6,106,107,40,0,1,YX.MX|LX.OX,,LL,
2007_A128,2007,CA1488,626,1899-12-31 11:55:00,J,A,128,18.1,18,,,6.2,,1,MX.XX|OX.XX,,CK,CF C301
2007_A128,2007,CA1490,626,1899-12-31 19:40:00,J,A,128,17.6,17.5,,,6.5,,1,MX.XX|OX.XX,,CK,CF B106
2007_A129,2007,CA1321,616,1899-12-31 21:50:00,M,A,129,24.2,24.2,102,102,36.4,0,1,OX.MX|RX.RX,,MC,CR combination also at CA1343
2007_A129,2007,CA1330,620,1899-12-31 07:00:00,F,A,129,24.5,24.4,108,108,38.5,1,1,OX.MX|YX.WX,,LL,
2007_A130,2007,CA1378,629,1899-12-31 07:00:00,J,A,130,17.9,17.9,,,6.6,,1,MX.XX|BX.XX,,LL,
2007_A130,2007,CA1378,703,1899-12-31 21:00:00,J,A,130,19.9,19.8,,,6.7,,0,MX.XX|BX.XX,,CK,
2007_A130,2007,CA1378,711,1899-12-31 07:40:00,J,A,130,22.2,22.2,,,12.5,,0,MX.XX|BX.XX,,CK,chick is very wet when measured
2007_A130,2007,CA081,620,1899-12-31 08:02:00,F,A,130,25.6,25.7,,,39.5,1,0,WX.MX|OX.OX,,LL,
2007_A130,2007,CA143,620,1899-12-31 20:05:00,M,A,130,26,26.1,111,111,41.6,1,1,RX.MX|RX.WX,,LL,
2007_A130,2007,CA1498,629,1899-12-31 17:20:00,J,A,130,17.1,17.2,,,6.5,,1,MX.XX|BX.XX,,CK,CF B107
2007_A131,2007,CA1372,628,1899-12-31 12:30:00,J,A,131,17.1,17.1,,,6.3,,1,MX.XX|GX.XX,,LL,CF A125
2007_A131,2007,CA1374,628,1899-12-31 18:40:00,J,A,131,17.7,17.9,,,6.6,,1,MX.XX|GX.XX,,LL,CF A124
2007_A131,2007,RX.LX|BX.WX,616,1899-12-31 21:00:00,M,A,131,25.4,25.4,108,109,38.4,0,1,RX.LX|BX.WX,,MC,
2007_A131,2007,CA1332,620,1899-12-31 08:25:00,F,A,131,25.6,25.5,101,101,38.5,1,1,OX.MX|YX.GX,,LL,
2007_A132,2007,CA1319,616,1899-12-31 20:21:00,M,A,132,25.7,25.6,103,103,40.8,1,1,OX.MX|RX.YX,,LL,
2007_A132,2007,CA1333,620,1899-12-31 08:50:00,F,A,132,24.7,24.6,102,102,34.8,0,1,OX.MX|WX.YX,,LL,
2007_A132,2007,CA1492,627,1899-12-31 17:25:00,J,A,132,17.8,17.7,,,5.5,,1,MX.XX|OX.XX,,CK,
2007_A132,2007,CA1492,711,1899-12-31 08:20:00,J,A,132,22.6,22.4,,,13.9,,0,MX.XX|OX.XX,,CK,
2007_A132,2007,CA1493,627,1899-12-31 17:25:00,J,A,132,17.7,17.6,,,5.8,,1,MX.XX|OX.XX,,CK,
2007_A132,2007,CA1493,711,1899-12-31 08:20:00,J,A,132,22,22,,,12.7,,0,MX.XX|OX.XX,,CK,
2007_A132,2007,CA1494,627,1899-12-31 17:25:00,J,A,132,17.2,17,,,6.3,,1,MX.XX|OX.XX,,CK,
2007_A132,2007,CA1494,711,1899-12-31 08:20:00,J,A,132,21,20.9,,,10.6,,0,MX.XX|OX.XX,,CK,
2007_A132,2007,CA1524,711,1899-12-31 08:20:00,J,A,132,20.9,20.9,,,11.7,,1,MX.XX|YX.XX,,CK,"foster chick, probably from D1"
2007_A133,2007,CA1312,614,1899-12-31 19:30:00,M,A,133,24.9,24.9,99,101,37.5,0,2,LX.MX|RX.OX,,LL,
2007_A133,2007,CA1318,616,1899-12-31 17:47:00,F,A,133,24.3,24.1,104,105,34.5,0,1,LX.MX|WX.LX,,LL,
2007_A133,2007,CA1453,617,1899-12-31 17:00:00,J,A,133,17,17,,,6.4,,1,MX.XX|WX.XX,,CK,CF A118
2007_A133,2007,CA1456,617,1899-12-31 17:40:00,J,A,133,17.3,17.3,,,5.8,,1,MX.XX|WX.XX,,CK,
2007_A134,2007,CA1387,702,1899-12-31 18:30:00,J,A,134,17.3,17.4,,,6.8,,1,MX.XX|YX.XX,,MC,
2007_A134,2007,CA1388,702,1899-12-31 18:30:00,J,A,134,17.6,17.5,,,6.4,,1,MX.XX|RX.XX,,MC,
2007_A134,2007,CA1389,702,1899-12-31 18:30:00,J,A,134,17.3,17.4,,,6.4,,1,MX.XX|OX.XX,,MC,
2007_A134,2007,CA1349,626,1899-12-31 17:10:00,M,A,134,25.1,25,100,102,33,0,1,LX.MX|OX.YX,,LL,Broken primaries.
2007_A134,2007,CA1371,628,1899-12-31 07:20:00,F,A,134,24,24.1,106,107,37.2,1,1,LX.MX|YX.BX,,LL,
2007_A2,2007,CA1254,508,1899-12-31 17:30:00,F,A,2,25.7,25.6,106,107,35,0,2,LX.MX|BX.GX,,LL,
2007_A2,2007,CA008,516,1899-12-31 20:10:00,M,A,2,25.6,25.5,109,110,40.6,0,1,RX.MX|WX.OX,,CK,
2007_A202,2007,CA1268,517,1899-12-31 08:40:00,F,A,202,24.4,24.5,106,106,36.5,0,2,LX.MX|OX.WX,,LL,
2007_A202,2007,802109716,520,1899-12-31 21:27:00,M,A,202,25.4,25.5,109,109,40.8,1,1,XX.YR|XX.WWM,,LL,Very old rings.
2007_A202,2007,802109716,523,1899-12-31 09:30:00,M,A,202,26.3,26.3,109,110,38.5,0,1,XX.YR|XX.WWM,,LL,
2007_A202,2007,CA1418,602,1899-12-31 06:45:00,J,A,202,18,18,,,5.7,,1,MX.XX|OX.XX,,CK,"risk of brood mixing, little blood taken"
2007_A202,2007,CA1418,606,1899-12-31 21:10:00,J,A,202,19.1,19,,,5.1,,0,MX.XX|OX.XX,,CK,
2007_A202,2007,CA1420,602,1899-12-31 06:45:00,J,A,202,17.8,17.9,,,5.5,,1,MX.XX|OX.XX,,CK,risk of brood mixing
2007_A202,2007,CA1421,602,1899-12-31 06:45:00,J,A,202,17.9,17.9,,,5.9,,1,MX.XX|OX.XX,,CK,risk of brood mixing
2007_A203,2007,CA190,517,1899-12-31 09:40:00,F,A,203,24.5,24.6,104,104,,0,1,OX.MX|WX.LX,,LL,"The weight was not taken at the time, not in the notebook.(my mistake)"
2007_A203,2007,CA108,521,1899-12-31 19:50:00,M,A,203,24.5,24.6,108,109,37.8,1,1,YX.MX|YX.GX,,CK,
2007_A203,2007,CA1411,601,1899-12-31 11:50:00,J,A,203,17.4,17.4,,,6.3,,1,MX.XX|BX.XX,,CK,
2007_A203,2007,CA1411,606,1899-12-31 22:30:00,J,A,203,19.2,19,,,6.2,,0,MX.XX|BX.XX,,CK,
2007_A203,2007,CA1412,606,1899-12-31 22:30:00,J,A,203,19.2,19.2,,,5.3,,0,MX.XX|RX.XX,,CK,
2007_A204,2007,CA069,517,1899-12-31 19:41:00,M,A,204,25.4,25.5,110,110,40.8,1,1,WX.MX|OX.LX,,LL,
2007_A204,2007,CA035,521,1899-12-31 09:47:00,F,A,204,25,24.9,110,111,37.2,0,1,RX.MX|GX.YX,,LL,The blood tube has CA 036 in the label. But it correspond to CA 035.
2007_A204,2007,CA1236,526,1899-12-31 11:00:00,J,A,204,16,16.1,,,5.4,,1,MX.XX|OX.XX,,CK,CF C102
2007_A204,2007,CA1274,606,1899-12-31 21:30:00,J,A,204,21.1,21.3,,,8.5,,0,MX.XX|YX.XX,,CK,
2007_A204,2007,CA1275,606,1899-12-31 21:30:00,J,A,204,20.8,20.5,,,8.5,,0,MX.XX|OX.XX,,CK,
2007_A205,2007,CA266,517,1899-12-31 18:50:00,F,A,205,24.6,24.7,105,106,32.8,0,1,YX.MX|WX.YX,,LL,
2007_A205,2007,CA1230,523,1899-12-31 23:05:00,M,A,205,24.2,24.1,106,107,41.1,2,2,BX.MX|LX.BX,,CK,
2007_A206,2007,CA2037,520,1899-12-31 08:30:00,F,A,206,28.9,28.8,108,108,35.8,0,2,LX.MX|GX.YX,,MC,"It had metal ring, but did not have colour ring, the colour ring was added when it was capture."
2007_A206,2007,CA1229,523,1899-12-31 22:30:00,M,A,206,23.9,23.8,108,108,40.1,1,2,BX.MX|LX.LX,,CK,
2007_A206,2007,CA1291,530,1899-12-31 18:14:00,J,A,206,16.5,16.3,,,5.9,,1,MX.XX|WX.XX,,LL,
2007_A206,2007,CA1291,606,1899-12-31 23:20:00,J,A,206,19.8,19.6,,,8.2,,0,MX.XX|WX.XX,,CK,
2007_A206,2007,CA1292,531,1899-12-31 09:19:00,J,A,206,17.6,17.4,,,5.2,,1,MX.XX|WX.XX,,LL,
2007_A206,2007,CA1294,531,1899-12-31 16:29:00,J,A,206,16.4,16.5,,,4.9,,1,MX.XX|WX.XX,,LL,
2007_A206,2007,CA1294,606,1899-12-31 23:20:00,J,A,206,20.5,20.4,,,8.4,,0,MX.XX|WX.XX,,CK,
2007_A206,2007,CA1428,606,1899-12-31 23:20:00,J,A,206,20.4,20.4,,,8.3,,0,MX.XX|WX.XX,,CK,
2007_A207,2007,CA1267,517,1899-12-31 06:30:00,F,A,207,24.7,24.9,106,107,39.5,0,2,LX.MX|LX.WX,,LL,
2007_A207,2007,CA048,523,1899-12-31 21:00:00,M,A,207,24.7,24.7,111,111,40.7,1,1,RX.MX|OX.YX,,CK,
2007_A207,2007,CA1422,605,1899-12-31 06:55:00,J,A,207,17.7,17.9,,,6.9,,1,MX.XX|YX.XX,,CK,
2007_A207,2007,CA1423,605,1899-12-31 06:55:00,J,A,207,17.8,17.8,,,6.7,,1,MX.XX|YX.XX,,CK,
2007_A207,2007,CA1423,615,1899-12-31 21:25:00,J,A,207,19.2,19,,,7,,0,MX.XX|YX.XX,,CK,
2007_A3,2007,CA1526,508,1899-12-31 09:30:00,F,A,3,22.9,23.1,103,102,33.3,1,1,YX.RX|YX.LM,,LL,"Broken finger? Meta tarsus?, old wound."
2007_A3,2007,CA123,519,1899-12-31 20:25:00,M,A,3,24.3,24.3,108,108,39.3,0,1,YX.MX|LX.RX,,CK,
2007_A3,2007,CA1286,530,1899-12-31 06:14:00,J,A,3,17.1,17.2,,,5.8,,1,MX.XX|GX.XX,,LL,Little blood quantity.
2007_A3,2007,CA1286,618,1899-12-31 21:30:00,J,A,3,22.8,22.9,,,15,,0,MX.XX|GX.XX,,CK,
2007_A3,2007,CA1289,609,1899-12-31 22:00:00,J,A,3,21.5,21.5,,,10,,0,MX.XX|BX.XX,,CK,
2007_A3,2007,CA1289,613,1899-12-31 21:35:00,J,A,3,,,,,13.2,,0,MX.XX|BX.XX,,CK,
2007_A3,2007,CA1402,530,1899-12-31 11:30:00,J,A,3,16.9,16.9,,,5.7,,1,MX.XX|GX.XX,,CK,CF C8
2007_A301,2007,CA1346,626,1899-12-31 06:10:00,J,A,301,17.5,17.5,,,4.9,,1,MX.XX|BX.XX,,LL,
2007_A301,2007,CA1346,711,1899-12-31 09:30:00,J,A,301,23.4,23.3,,,13.1,,0,MX.XX|BX.XX,,MC,recap
2007_A301,2007,CA1347,626,1899-12-31 06:30:00,J,A,301,18.2,18.3,,,5,,1,MX.XX|BX.XX,,LL,CF A122
2007_A301,2007,CA153,623,1899-12-31 19:00:00,M,A,301,26.3,26.3,111,111,39,1,1,WX.MX|WX.YX,,MC,
2007_A301,2007,CA151,624,1899-12-31 06:50:00,F,A,301,25.2,25.2,,,36.8,0,0,WX.MX|WX.OX,,LL,TRANSPONDER
2007_A4,2007,CA226,508,1899-12-31 10:52:00,F,A,4,25.4,25,106,106,38,1,1,RX.MX|RX.YX,,LL,
