"","X","Nest_ID","Female_ID","Male_ID","Female_dur_care","Male_dur_care","Hatching_date","Year","Chick","Chick_ID","Chick_surv_age","Hatching_date_ch","Fate","Cap_date","Cap_age","Chick_weight","Left_tarsus_ch","Right_tarsus_ch","Mean_tarsus_ch","Mean_brood_weight","Mean_brood_tarsus","Chick_CI","Mean_brood_CI","Max_chick_CI"
"111",111,"2007_D7","CA1263","CA1207",5,5,"2007-07-06",2007,1,"CA1368",5,"2007-07-06","unknown","2007-07-06",0,6.5,17.7,17.7,17.7,6.5,17.7,6.34880597925145,6.34880597925145,6.34880597925145
"112",112,"2007_D8","CA1254","CA1223",4,4,"2007-07-07",2007,1,"CA1511",4,"2007-07-07","unknown","2007-07-07",0,6.1,17.8,17.9,17.85,6.2,18,5.75148686312683,5.84577353301415,5.94006020290148
"113",113,"2007_E-301","18","8",1,26,"2007-05-26",2007,1,"CA1276",26,"2007-05-26","fledged","2007-05-27",-1,5.2,17.8,17.4,17.6,5.6,17.5666666666667,5.1603391383353,5.55728830282264,5.85500017618813
"114",114,"2007_E1","CA173","CA1201",2.5,26,"2007-05-11",2007,1,"CA1208",26,"2007-05-11","fledged","2007-05-11",0,6.2,17.8,17.7,17.75,5.75,17.575,6.14658719141867,5.70046392752538,6.14658719141867
"115",115,"2007_E102","CA1265","CA1444",1,7,"2007-06-27",2007,1,"CA1491",6.5,"2007-06-27","died","2007-06-27",0,6.4,17.5,17.4,17.45,6.6,17.5,6.40210259634403,6.60216830247978,6.80223400861553
"116",116,"2007_E2","CA262","2",1.5,6,"2007-07-02",2007,1,"CA1384",1.5,"2007-07-02","died","2007-07-02",0,6.1,17.3,17.3,17.3,5.83333333333333,16.5333333333333,6.87536101346681,6.5747987833699,6.87536101346681
"117",117,"2007_E3","CA1526","802122906",3,3,"2007-07-07",2007,1,"CA1510",3,"2007-07-07","died","2007-07-07",0,5.9,18.4,18.3,18.35,5.75,17.4,5.97339381749973,5.82152787298703,5.97339381749973
"118",118,"2007_E301","CA011","CA030",4,8,"2007-06-19",2007,1,"CA1459",8,"2007-06-19","died","2007-06-19",0,6.1,17.2,17.2,17.2,6.55,17.775,5.90543934396557,6.34108650868434,6.77673367340311
"119",119,"2007_E303","CA1465","CA1464",4,6,"2007-06-19",2007,1,"CA1463",5,"2007-06-19","unknown","2007-06-19",0,6.1,18,17.9,17.95,6.4,17.8666666666667,5.8419921549693,6.12930324455795,6.32084397095039
"120",120,"2007_E4","CA1264","CA168",6.5,8,"2007-07-04",2007,1,"CA1393",8,"2007-07-04","unknown","2007-07-04",0,5.6,16.3,16.4,16.35,5.6,16.35,6.46135042455432,6.46135042455432,6.46135042455432
"121",121,"2008_A1","CA1268","802109716",6,26,"2008-05-15",2008,1,"CA1520",26,"2008-05-15","fledged","2008-05-15",0,5.6,17.1,17.1,17.1,5.5,17.35,5.70402839390011,5.60217074400904,5.70402839390011
"122",122,"2008_A10","CA1519","CA1545",26,26,"2008-06-05",2008,1,"CA2002",26,"2008-06-05","fledged","2008-06-05",0,6.8,17.1,17.1,17.1,6.53333333333333,17.5166666666667,6.78864959727662,6.52242804444225,6.78864959727662
"123",123,"2008_A102","CA1517","CA1222",5.5,26,"2008-05-29",2008,1,"CA1544",26,"2008-05-29","fledged","2008-05-29",0,6.4,17.5,17.5,17.5,6.45,17.45,6.44068599161298,6.49100385092246,6.54132171023193
"124",124,"2008_A17","CA1537","3",2,5,"2008-06-09",2008,1,"CA2005",5,"2008-06-09","unknown","2008-06-09",0,6.5,17.5,17.5,17.5,6.5,17.5,6.5021354494119,6.5021354494119,6.5021354494119
"125",125,"2008_A2","CA1504","CA1321",2.5,26,"2008-05-22",2008,1,"CA1538",26,"2008-05-21","fledged","2008-05-21",0,5.9,17.2,17.1,17.15,5.95,16.725,6.49091174186664,6.54591946849262,6.60092719511861
"126",126,"2008_A22","CA072","CA1223",18,18,"2008-06-23",2008,1,"CA2017",18,"2008-06-23","unknown","2008-06-24",-1,6,17.2,17.2,17.2,6,17.2,6.22392097442013,6.22392097442013,6.22392097442013
"127",127,"2008_A4","CA137","CA178",2.5,26,"2008-05-16",2008,1,"CA1527",26,"2008-05-16","fledged","2008-05-16",0,5.5,17.4,17.5,17.45,5.75,16.7,6.06988772458575,6.34579171206692,6.62169569954809
"128",128,"2008_A5","CA1254","CA093",1,26,"2008-05-19",2008,1,"CA1530",21,"2008-05-18","unknown","2008-05-18",0,6,18.4,18.2,18.3,6.06666666666667,17.9833333333333,5.66821611192464,5.73119629094602,5.85715664898879
"129",129,"2008_B103","CA1429","CA230",3.5,26,"2008-05-29",2008,1,"CA1567",6.5,"2008-05-29","died","2008-05-29",0,6.4,16.9,17,16.95,6.46666666666667,17.0333333333333,6.77599811461127,6.84658142830513,6.88187308515207
"130",130,"2008_C1","CA014","CA231",17,17,"2008-06-24",2008,1,"CA1589",17,"2008-06-24","unknown","2008-06-24",0,5.9,16.8,16.8,16.8,5.93333333333333,17.0166666666667,6.25947828201989,6.29484256609909,6.36557113425751
"131",131,"2008_C110","CA1550","CA1418",5,5,"2008-06-19",2008,1,"CA2054",5,"2008-06-19","unknown","2008-06-19",0,6.5,17,16.9,16.95,6.58333333333333,16.8333333333333,7.05470170880922,7.1451466025119,7.32603638991727
"132",132,"2008_C114","CA2051","CA1213",4.5,7,"2008-07-04",2008,1,"CA1599",8,"2008-07-03","unknown","2008-07-03",0,6.5,18.5,18.4,18.45,6.5,18.2833333333333,5.93088662888977,5.93088662888977,6.20461985791546
"133",133,"2008_C115","CA151","CA1310",7,7,"2008-07-04",2008,1,"CA2022",7,"2008-07-04","unknown","2008-07-04",0,6.1,16.9,17,16.95,6.25,17.025,6.46501355296212,6.62398929606775,6.78296503917337
"134",134,"2008_D3","CA1429","CA1499",3,8,"2008-07-03",2008,1,"CA1597",7,"2008-07-02","died","2008-07-02",0,6.5,17.5,17.5,17.5,6.25,17.425,6.56104569265104,6.30869778139524,6.56104569265104
"135",135,"2008_E101","CA1265","CA1444",2.5,22,"2008-05-31",2008,1,"CA1570",26,"2008-05-30","fledged","2008-05-30",0,6.2,16.9,16.8,16.85,6.1,16.7666666666667,6.78541029946586,6.67596819786157,6.78541029946586
"136",136,"2008_E102","CA1526","CA048",2.5,25,"2008-06-01",2008,1,"CA1573",26,"2008-06-01","fledged","2008-06-01",0,6.3,16.9,16.9,16.9,6.3,16.775,6.88766152474382,6.88766152474382,6.88766152474382
"137",137,"2009_A1","CA151","CA1310",4,26,"2009-05-15",2009,1,"CA2038",26,"2009-05-15","fledged","2009-05-15",0,6.6,17.4,17.5,17.45,6.55,17.4,6.68210155855902,6.63147957705479,6.68210155855902
"138",138,"2009_A201","CA081","CA1230",4.5,26,"2009-05-17",2009,1,"CA2046",26,"2009-05-17","fledged","2009-05-17",0,5.9,17.2,17.2,17.2,6.1,17.3333333333333,6.0217425331502,6.22586939868071,6.32793283144597
"139",139,"2009_A206","CA2041","CA1452",4,21,"2009-07-06",2009,1,"CA2284",26,"2009-07-06","fledged","2009-07-06",0,5.9,17.7,17.8,17.75,5.93333333333333,17.7,5.76276235039747,5.79532032977825,5.8604362885398
"140",140,"2009_A3","CA1526","CA048",8,26,"2009-05-17",2009,1,"CA2045",26,"2009-05-17","fledged","2009-05-17",0,6.3,17.2,17.3,17.25,6.26666666666667,17.3833333333333,6.3912187968845,6.35740282441422,6.6955625491171
"141",141,"2009_A4","CA2041","CA1312",1.5,26,"2009-05-27",2009,1,"CA2304",26,"2009-05-27","fledged","2009-05-27",0,6.3,17.7,17.7,17.7,6.3,17.7,6.15345810296679,6.15345810296679,6.15345810296679
"142",142,"2009_A5","CA2036","CA107",4.5,26,"2009-05-27",2009,1,"CA2305",26,"2009-05-27","fledged","2009-05-27",0,6,17.7,17.8,17.75,6,17.75,5.82582262390846,5.82582262390846,5.82582262390846
"143",143,"2009_A6","CA136","CA2040",5,26,"2009-05-26",2009,1,"CA2301",26,"2009-05-26","fledged","2009-05-26",0,6.6,18.2,18.1,18.15,6.63333333333333,17.95,6.25937746916481,6.29099048668585,6.35421652172792
"144",144,"2009_A7","CA1278","CA1248",3.5,26,"2009-05-27",2009,1,"CA2214",26,"2009-05-27","fledged","2009-05-27",0,6.7,17.8,17.7,17.75,6.45,17.775,6.48630223025726,6.24427602763572,6.48630223025726
"145",145,"2009_A8","CA1254","CA093",3,5,"2009-06-01",2009,1,"DEAD.CHICK.E1.2009",1,"2009-06-01","died","2009-06-01",0,6.2,17.6,17.7,17.65,6.35,17.875,5.93195081463121,6.07546575369486,6.21898069275852
"146",146,"2009_B1","CA1253","CA168",2,6,"2009-05-18",2009,1,"CA2049",6,"2009-05-18","died","2009-05-18",0,6.2,17.5,17.4,17.45,6.2,17.45,6.23941455437507,6.23941455437507,6.23941455437507
"147",147,"2009_B101","CA2216","CA2209",4,4,"2009-06-20",2009,1,"CA2095",4,"2009-06-20","unknown","2009-06-20",0,5.9,17.4,17.5,17.45,5.95,17.475,5.91968342841505,5.96985023713044,6.02001704584582
"148",148,"2009_B102","CA1526","CA168",12,12,"2009-06-29",2009,1,"CA2278",12,"2009-06-29","unknown","2009-06-29",0,6.3,18.1,18,18.05,6.5,17.9166666666667,5.99822783975855,6.18864777117946,6.28385773688991
"149",149,"2009_B5","CA2050","CA230",7,9,"2009-06-10",2009,1,"CA2228",8,"2009-06-10","died","2009-06-10",0,6.7,17.7,17.7,17.7,6.6,17.5,6.70220115554765,6.60216830247978,6.70220115554765
"150",150,"2009_C-101","CA044","CA052",2.5,26,"2009-05-19",2009,1,"CA2204",26,"2009-05-19","fledged","2009-05-19",0,5.9,18.7,18.8,18.75,5.8,18.7833333333333,5.08688560956198,5.00066720939991,5.08688560956198
"151",151,"2009_C1","CA1264","CA1272",2,26,"2009-05-17",2009,1,"CA2201",26,"2009-05-17","fledged","2009-05-17",0,5.7,17,17,17,5.7,17,6.05974959941337,6.05974959941337,6.05974959941337
"152",152,"2009_C101","CA1531","CA1499",2.5,4.5,"2009-06-12",2009,1,"CA2230",4.5,"2009-06-12","died","2009-06-12",0,6.3,16.8,16.9,16.85,6.3,16.85,6.8234388896977,6.8234388896977,6.8234388896977
"153",153,"2009_C102","CA1382","CA1350",17.5,26,"2009-06-21",2009,1,"CA2244",26,"2009-06-21","fledged","2009-06-21",0,6.3,18.1,18.1,18.1,6.5,17.8875,6.01878526550063,6.20985781361176,6.59200290983402
"154",154,"2009_C103","CA1570","CA1418",4,4,"2009-06-30",2009,1,"CA2281",3,"2009-06-30","died","2009-06-30",0,5.6,18,17.9,17.95,5.75,17.725,5.45355217907854,5.59962946958957,5.74570676010061
"155",155,"2009_C104","17","CA1213",1,22,"2009-06-19",2009,1,"CA2092",22,"2009-06-19","unknown","2009-06-19",0,6.8,18.2,18.2,18.2,6.83333333333333,17.9,6.48694335348837,6.51874209541723,6.67773580506155
"156",156,"2009_C3","CA1579","CA1464",2,26,"2009-05-13",2009,1,"CA2033",26,"2009-05-13","fledged","2009-05-13",0,6.4,17.6,17.7,17.65,6.4,17.8166666666667,6.16548118432379,6.16548118432379,6.16548118432379
"157",157,"2009_C4","CA2207","CA1484",2,4,"2009-06-04",2009,1,"CA2070",4,"2009-06-04","died","2009-06-04",0,6.3,17,17.1,17.05,6.13333333333333,17.2166666666667,6.52183876655546,6.34930334945081,6.52183876655546
"158",158,"2009_D-1","CA1258","802109746",1,25,"2009-05-16",2009,1,"CA2042",26,"2009-05-16","fledged","2009-05-16",0,5.8,16.9,17,16.95,5.9,17.1,6.09058094756246,6.19559096389975,6.40561099657431
"159",159,"2009_D1","CA2208","CA1409",14,26,"2009-06-06",2009,1,"CA2077",2.5,"2009-06-06","died","2009-06-06",0,5.7,17.2,17.2,17.2,6.06666666666667,17.2666666666667,5.86488570491407,6.24215905435299,6.48224209490503
"160",160,"2009_D101","19","CA2211",1,6,"2009-06-10",2009,1,"UR1.C101.2009",1,"2009-06-10","died",NA,NA,NA,NA,NA,NA,6.3,17.7,NA,6.15345810296679,6.15345810296679
"161",161,"2009_D102","CA2212","CA108",1.5,6,"2009-06-09",2009,1,"CA2083",6,"2009-06-09","died","2009-06-09",0,6.2,17.2,17.1,17.15,5.9,17.3833333333333,6.28977087947364,5.98542712724104,6.28977087947364
"162",162,"2009_D103","CA171","CA1270",1.5,3,"2009-06-26",2009,1,"CA2251",3,"2009-06-26","died","2009-06-26",0,5.1,16.9,17,16.95,5.25,17.4,5.16344211343197,5.31530805794468,5.46717400245738
"163",163,"2009_D104","CA072","CA2224",9.5,25,"2009-06-16",2009,1,"CA2233",1,"2009-06-16","died","2009-06-16",0,6.2,16.8,16.8,16.8,6.4,17.5,6.20203689020828,6.40210259634403,6.60216830247978
"164",164,"2009_D105","CA151","CA231",4.5,26,"2009-06-14",2009,1,"CA2231",26,"2009-06-14","fledged","2009-06-14",0,6.4,17.2,16.9,17.05,6.4,17.05,6.7620959191376,6.7620959191376,6.7620959191376
"165",165,"2009_D106","CA1355","CA2074",9,16,"2009-06-21",2009,1,"CA2241",26,"2009-06-21","fledged","2009-06-21",0,6.2,18,17.9,17.95,6.36666666666667,17.85,5.94941116891882,6.10934157668545,6.62111888153869
"166",166,"2009_D107","CA125","CA229",5.5,26,"2009-06-26",2009,1,"CA2274",26,"2009-06-26","fledged","2009-06-26",0,6.4,17.4,17.3,17.35,6.3,17.4666666666667,6.42778680980659,6.32735264090336,6.52822097870982
"167",167,"2009_D108","CA081","CA078",2,14,"2009-06-27",2009,1,"CA2253",14,"2009-06-27","unknown","2009-06-27",0,6.9,17.8,18,17.9,6.65,17.625,6.79986803933059,6.55349600892006,6.79986803933059
"168",168,"2009_D110","CA1429","CA1309",1,4,"2009-06-19",2009,1,"CA2090",4,"2009-06-19","died","2009-06-19",0,6.5,17.8,17.9,17.85,6.6,18.025,6.11079676988871,6.204809027887,6.29882128588529
"169",169,"2009_D113","CA2087","CA324",4,4,"2009-07-06",2009,1,"CA2254",4,"2009-07-06","unknown","2009-07-06",0,5.7,17.7,17.7,17.7,5.93333333333333,17.6333333333333,5.61170893479663,5.84142801399883,6.20241513845943
"170",170,"2009_D2","CA1480","CA1260",2,6,"2009-06-08",2009,1,"CA2080",6,"2009-06-08","died","2009-06-08",0,6.2,17.3,17.4,17.35,6.1,16.75,6.79959652836693,6.68992561661907,6.79959652836693
"171",171,"2009_D3","CA2213","CA2210",12,26,"2009-06-20",2009,1,"CA2238",26,"2009-06-20","fledged","2009-06-20",0,6.4,17.9,18,17.95,6.25,17.725,6.23263106180405,6.08655377129301,6.23263106180405
"172",172,"2009_D4","CA1258","CA178",12,26,"2009-06-19",2009,1,"CA2237",26,"2009-06-19","fledged","2009-06-20",-1,6.7,18.7,18.5,18.6,6.7,18.6,5.89685131812777,5.89685131812777,5.89685131812777
"173",173,"2009_D6","CA1263","CA2221",1,26,"2009-06-25",2009,1,"CA2273",26,"2009-06-25","fledged","2009-06-25",0,6.4,18.1,18,18.05,6.4,18.05,5.99929749979768,5.99929749979768,5.99929749979768
"174",174,"2009_D9","CA1217","CA1201",16,16,"2009-07-01",2009,1,"CA2283",16,"2009-07-01","unknown","2009-07-01",0,5.4,17.1,17.1,17.1,5.4,17.1,5.67054088221333,5.67054088221333,5.67054088221333
"175",175,"2009_E1","CA137","CA026",2.5,14,"2009-06-04",2009,1,"CA2222",14,"2009-06-04","died","2009-06-04",0,6.2,18.7,18.5,18.6,6.4,18.15,5.74477899372061,5.93009444513096,6.1154098965413
"176",176,"2009_E5","CA034","CA008",2,18,"2009-06-03",2009,1,"CA2067",17.5,"2009-06-03","died","2009-06-03",0,6.4,17.3,17.3,17.3,6.16666666666667,17.25,6.59850307004955,6.35793264562066,6.59850307004955
"177",177,"2009_E6","CA044","CA1545",7,17,"2009-06-24",2009,1,"CA2099",17,"2009-06-24","unknown","2009-06-24",0,6.3,17.1,17.1,17.1,6.16666666666667,17.35,6.41703194313762,6.28122174328286,6.41703194313762
"178",178,"2009_E9","CA1278","CA1430",19,19,"2009-07-08",2009,1,"CA2287",19,"2009-07-08","unknown","2009-07-08",0,6.4,17.2,17.2,17.2,6.25,17.125,6.70005416257371,6.54302164313839,6.70005416257371
"179",179,"2010_A-1","14","CA2324",3,4,"2010-05-05",2010,1,"CA2322",4,"2010-05-05","unknown","2010-05-07",-2,NA,17.4,17.3,NA,NA,NA,NA,NA,NA
"180",180,"2010_A10","CA2316","CA1534",2.5,4,"2010-05-17",2010,1,"CA2454",4,"2010-05-17","unknown","2010-05-17",0,5.4,16.9,17,16.95,5.4,16.85,5.84866190545517,5.84866190545517,5.84866190545517
"181",181,"2010_A101","CA112","CA108",1.5,4,"2010-05-21",2010,1,"CA2474",4,"2010-05-21","unknown","2010-05-21",0,6.1,18,18,18,6.1,17.875,5.83627418858877,5.83627418858877,5.83627418858877
"182",182,"2010_A102","CA2321","CA1309",1,7,"2010-05-21",2010,1,"CA2476",7,"2010-05-21","unknown","2010-05-21",0,6.4,18.2,18.2,18.2,6.03333333333333,17.6666666666667,6.27592638241621,5.91636810009028,6.27592638241621
"183",183,"2010_A103","CA125","CA110",1,26,"2010-05-20",2010,1,"CA2468",16.5,"2010-05-20","died","2010-05-20",0,6.6,18.4,18.4,18.4,6.63333333333333,18.2833333333333,6.022131038565,6.05254584179008,6.11337544824023
"184",184,"2010_A106","CA1429","CA1230",6,26,"2010-05-06",2010,1,"CA2409",1,"2010-05-06","died","2010-05-07",-1,5.7,17.8,17.6,17.7,6.15,17.6625,5.59226632960811,6.03376103984032,6.37714581446538
"185",185,"2010_A108","CA2231","CA2427",26,26,"2010-05-12",2010,1,"CA2428",26,"2010-05-12","fledged","2010-05-12",0,5.8,17.3,17.4,17.35,5.8,17.475,5.81934981098429,5.81934981098429,5.81934981098429
"186",186,"2010_A109","CA1356","CA2245",2.5,26,"2010-06-10",2010,1,"A109.DEAD.CHICK",1,"2010-06-10","died","2010-06-10",0,5.6,18.5,18.5,18.5,5.96666666666667,18.2333333333333,5.13915639659874,5.47564877970937,5.87332159611284
"187",187,"2010_A11","CA1519","CA1321",20,26,"2010-05-15",2010,1,"CA2334",26,"2010-05-15","fledged","2010-05-15",0,6.2,17.8,17.9,17.85,5.93333333333333,17.5166666666667,6.18965110339927,5.9234295505649,6.28948418571216
"188",188,"2010_A110","CA2093","CA2240",3,3,"2010-06-15",2010,1,"CA2518",3,"2010-06-15","unknown","2010-06-16",-1,5.2,24,NA,NA,5.25,24,2.67967604512848,2.70544216094703,2.73120827676557
"189",189,"2010_A112","CA044","CA2033",4,4,"2010-06-20",2010,1,"CA2520",4,"2010-06-20","unknown","2010-06-20",0,6.2,18.5,18.6,18.55,6.2,18.55,5.4877210591368,5.4877210591368,5.4877210591368
"190",190,"2010_A113","CA103","CA2248",5,5,"2010-06-25",2010,1,"CA2347",5,"2010-06-25","unknown","2010-06-25",0,6.7,17.4,17.4,17.4,6.6,17.2833333333333,6.87985995567013,6.77717547871983,7.18791338652103
"191",191,"2010_A12","CA2038","CA2404",1,15,"2010-05-20",2010,1,"CA2467",14.5,"2010-05-20","died","2010-05-20",0,6.1,18.4,18.4,18.4,6.2,18.575,5.38396050982424,5.47222215752628,5.56048380522831
"192",192,"2010_A13","CA2312","CA1234",13,26,"2010-05-22",2010,1,"CA2341",2,"2010-05-22","died","2010-05-22",0,6.4,17.3,17.3,17.3,6.1,18.0833333333333,5.97609795539804,5.69596836373876,5.97609795539804
"193",193,"2010_A14","CA2313","CA2424",10,12,"2010-05-23",2010,1,"CA2484",12,"2010-05-23","died","2010-05-23",0,6.2,17.7,17.7,17.7,6.43333333333333,17.75,6.02001671137208,6.24657648007963,6.50550193003112
"194",194,"2010_A16","CA171","CA1270",2,4,"2010-05-12",2010,1,"CA2430",4,"2010-05-12","unknown","2010-05-12",0,6.4,18.2,18.1,18.15,5.93333333333333,17.7833333333333,6.18977520357341,5.73843742831285,6.18977520357341
"195",195,"2010_A17","CA2039","CA2268",5.5,18,"2010-05-15",2010,1,"CA2335",8.5,"2010-05-15","died","2010-05-15",0,5.9,17.5,17.7,17.6,6.16666666666667,17.8666666666667,5.65045142857686,5.90583906376678,6.12930324455795
"196",196,"2010_A18","CA2310","CA231",2,26,"2010-05-09",2010,1,"CA2419",18.5,"2010-05-09","died","2010-05-09",0,6,18.6,18.7,18.65,6.03333333333333,18.4833333333333,5.35100290990552,5.38073070384944,5.44018629173728
"197",197,"2010_A2","20","CA1425",2,26,"2010-05-01",2010,1,"CA2263",26,"2010-05-01","fledged","2010-05-01",0,5.8,17.7,17.7,17.7,5.8,17.85,5.5655781902789,5.5655781902789,5.5655781902789
"198",198,"2010_A20","CA2405","CA2309",11.5,26,"2010-05-15",2010,1,"CA2434",26,"2010-05-15","fledged","2010-05-15",0,6,18.5,18.6,18.55,6.13333333333333,18.1666666666667,5.54875805366086,5.67206378818666,5.91867525723825
"199",199,"2010_A21","CA2036","CA107",8.5,26,"2010-05-14",2010,1,"CA2328",26,"2010-05-14","fledged","2010-05-14",0,5.9,17.4,17.4,17.4,5.76666666666667,17.7333333333333,5.74003812021004,5.61031974461207,5.74003812021004
"200",200,"2010_A22","CA136","CA178",14,26,"2010-05-08",2010,1,"CA2414",7,"2010-05-08","died","2010-05-08",0,5.9,18.1,18.2,18.15,6.1,17.9,5.62837732140902,5.81916977298221,5.91456599876881
"201",201,"2010_A25","CA2037","CA1204",4,4,"2010-05-23",2010,1,"CA2343",4,"2010-05-23","died","2010-05-23",0,5.9,17.7,17.7,17.7,5.8,17.8,5.69498473948714,5.59845957441109,5.69498473948714
"202",202,"2010_A27","CA1278","CA1248",25,25,"2010-05-04",2010,1,"CA2269",26,"2010-05-04","fledged","2010-05-04",0,5.8,18.4,18.5,18.45,5.66666666666667,18.2166666666667,5.3329294347753,5.21033335581495,5.3329294347753
"203",203,"2010_A28","CA1254","CA1314",3,26,"2010-05-06",2010,1,"CA2410",26,"2010-05-06","fledged","2010-05-07",-1,5.6,18,17.9,17.95,5.6,17.95,5.31098694353378,5.31098694353378,5.31098694353378
"204",204,"2010_A29","CA1562","CA026",4,4,"2010-05-18",2010,1,"CA2338",4,"2010-05-18","unknown","2010-05-19",-1,5.4,17.6,17.7,17.65,5.2,17.225,5.58446963022191,5.37763742169517,5.58446963022191
"205",205,"2010_A3","CA081","CA078",24,26,"2010-05-17",2010,1,"CA2455",26,"2010-05-17","fledged","2010-05-17",0,6,18.1,18.1,18.1,5.93333333333333,18.0333333333333,5.63526295960946,5.57264892672491,5.8231050582631
"206",206,"2010_A30","CA2325","CA2422",2.5,5,"2010-05-30",2010,1,"CA2345",5,"2010-05-30","unknown","2010-05-30",0,6.5,17.7,17.8,17.75,6.5,17.7666666666667,6.29888109918444,6.29888109918444,6.39578696224882
"207",207,"2010_A4","CA141","CA2267",5,8.5,"2010-05-17",2010,1,"CA2448",10,"2010-05-17","died","2010-05-17",0,6,19.6,19.5,19.55,5.8,18.2,5.52743817294263,5.34319023384455,5.52743817294263
"208",208,"2010_A5","CA2299","CA2298",1.5,26,"2010-05-03",2010,1,"CA2266",26,"2010-05-03","fledged","2010-05-03",0,5.4,17.4,17.5,17.45,5.55,17.3,5.53374956850269,5.68746483429443,5.84118010008617
"209",209,"2010_A6","CA1566","CA1203",6.5,26,"2010-05-17",2010,1,"CA2449",26,"2010-05-17","fledged","2010-05-17",0,5.6,18.9,18.8,18.85,5.6,18.85,4.79244061794893,4.79244061794893,4.79244061794893
"210",210,"2010_A7","CA1263","CA168",1,24,"2010-05-17",2010,1,"CA2445",3.5,"2010-05-17","died","2010-05-17",0,5.4,18.2,18.2,18.2,5.76666666666667,18.4833333333333,4.81590261891496,5.14290835229808,5.35100290990551
"211",211,"2010_A8","CA1538","CA2403",12,26,"2010-05-15",2010,1,"CA2436",2.5,"2010-05-15","died","2010-05-15",0,6.3,18.4,18.4,18.4,6.125,18.2625,5.76217742364314,5.60211693965306,5.94510369106039
"212",212,"2010_A9","CA2406","CA2002",1.5,4,"2010-05-22",2010,1,"CA2340",3.5,"2010-05-22","died","2010-05-22",0,5.7,17.7,17.7,17.7,5.65,17.675,5.58396421400729,5.53498207177916,5.58396421400729
"213",213,"2010_B-1","CA171","5",2,6,"2010-07-02",2010,1,"CA2355",6,"2010-07-02","unknown","2010-07-03",-1,6.7,17.5,17.5,17.5,6.55,17.425,6.76292402165569,6.61151527490221,6.76292402165569
"214",214,"2010_B101","CA1268","CA2462",4,9,"2010-05-20",2010,1,"CA2464",9,"2010-05-20","died","2010-05-20",0,5.8,17.6,17.7,17.65,5.76666666666667,17.5833333333333,5.74431188892891,5.71129860221093,5.84335174908286
"215",215,"2010_C1","CA2236","CA1272",11,26,"2010-05-03",2010,1,"CA2295",26,"2010-05-03","fledged","2010-05-03",0,6.2,16.8,16.7,16.75,6.23333333333333,16.9166666666667,6.65967728248109,6.69548199905357,6.76709143219853
"216",216,"2010_C104","CA2487","CA2440",1.5,3,"2010-06-04",2010,1,"CA2495",3,"2010-06-04","unknown","2010-06-04",0,6.1,18.5,18.6,18.55,6.2,18,5.75148686312683,5.84577353301415,5.94006020290148
"217",217,"2010_C108","CA2050","CA1416",16,16,"2010-06-15",2010,1,"CA2513",16,"2010-06-15","unknown","2010-06-16",-1,6.5,18.5,18.5,18.5,6.43333333333333,18.7,5.65677025754479,5.59875210105715,5.65677025754479
"218",218,"2010_C111","CA2265","CA1310",3,3,"2010-06-23",2010,1,"CA2525",3,"2010-06-23","died","2010-06-23",0,6.6,18.4,18.3,18.35,6.03333333333333,18.1166666666667,6.1390628082777,5.61197155706194,6.1390628082777
"219",219,"2010_C115","CA2036","CA2282",5,5,"2010-06-27",2010,1,"CA2351",5,"2010-06-27","unknown","2010-06-27",0,6.2,17.4,17.5,17.45,6.4,17.35,6.31517429324655,6.5188895930287,6.82446254270192
"220",220,"2010_C2","CA1531","CA1499",3.5,6,"2010-05-14",2010,1,"CA2331",6,"2010-05-14","died","2010-05-14",0,6.1,19,19.1,19.05,6.26666666666667,18.3666666666667,5.51300860313901,5.66363725349799,5.78414017378519
"221",221,"2010_C3","CA1570","CA1418",10,26,"2010-05-04",2010,1,"CA2314",26,"2010-05-04","fledged","2010-05-04",0,5.4,16,16,16,5.33333333333333,16.6666666666667,5.984583674183,5.91069992511901,5.984583674183
"222",222,"2010_D-1","22","4",1,26,"2010-05-01",2010,1,"CA2289",24.5,"2010-05-01","died","2010-05-02",-1,5.2,16.4,16.4,16.4,5.23333333333333,16.7666666666667,5.69098928342298,5.72746998395774,5.90987348663156
"223",223,"2010_D1","CA1552","CA054",2,26,"2010-05-16",2010,1,"CA2442",26,"2010-05-16","fledged","2010-05-16",0,5.9,17.9,17.9,17.9,5.83333333333333,17.7333333333333,5.74003812021004,5.67517893241106,5.74003812021004
"224",224,"2010_E-1","25","12",1.5,26,"2010-05-04",2010,1,"CA2319",19.5,"2010-05-04","died","2010-05-06",-2,NA,17.9,17.8,NA,NA,NA,NA,NA,NA
"225",225,"2010_E102","CA2041","CA2241",2.5,9,"2010-06-11",2010,1,"CA2507",5,"2010-06-11","died","2010-06-11",0,6.2,17.6,17.8,17.7,6.16666666666667,17.9,5.91456599876881,5.88276725683994,6.0099622245554
"226",226,"2011_A1","CA2039","CA2043",1,3,"2011-05-18",2011,1,"CA2377",3,"2011-05-18","died","2011-05-18",0,6.3,16.8,17,16.9,6.23333333333333,17.2,6.53511702314113,6.46596234564758,6.53511702314113
"227",227,"2011_A101","CA2036","CA107",2,26,"2011-06-03",2011,1,"CA3207",2,"2011-06-03","died","2011-06-04",-1,5.8,17.5,17.5,17.5,5.83333333333333,17.4166666666667,5.86035557254809,5.89403577698802,6.06243679918768
