"","X","Nest_ID","Female_ID","Male_ID","Female_dur_care","Male_dur_care","Hatching_date","Year","Chick","Chick_ID","Chick_surv_age","Hatching_date_ch","Fate","Cap_date","Cap_age","Chick_weight","Left_tarsus_ch","Right_tarsus_ch","Mean_tarsus_ch","Mean_brood_weight","Mean_brood_tarsus","Chick_CI","Mean_brood_CI","Max_chick_CI"
"347",347,"2007_C7","CA152","CA165",1.5,26,"2007-05-10",2007,2,"CA1214",26,"2007-05-14","fledged","2007-05-15",-1,5.3,17.1,17.2,17.15,5.5,17.575,5.25434066363209,5.45261766980689,5.65089467598168
"348",348,"2007_C8","CA1263","CA029",8,26,"2007-05-30",2007,2,"CA1402",2.5,"2007-05-30","died","2007-05-30",0,5.7,16.9,16.9,16.9,5.7,17.2,5.91272492569912,5.91272492569912,5.91272492569912
"349",349,"2007_D10","CA1258","CA229",6,6,"2007-07-04",2007,2,"CA1360",6,"2007-07-04","died","2007-07-04",0,6.7,17.6,17.6,17.6,6.3,17.525,6.68213898708043,6.28320531620996,6.68213898708043
"350",350,"2007_D102","CA014","CA165",14,14,"2007-06-29",2007,2,"CA1500",14,"2007-06-29","unknown","2007-06-29",0,5.7,17.8,17.7,17.75,5.93333333333333,17.8666666666667,5.45891070218443,5.6823748829756,5.93776251816552
"351",351,"2007_D103","CA1341","CA1327",4.5,6,"2007-07-04",2007,2,"CA1369",5,"2007-07-06","unknown","2007-07-06",0,6.5,17.2,17.1,17.15,6.4,17.125,6.80474250886392,6.70005416257371,6.80474250886392
"352",352,"2007_D104","CA1255","CA1329",6,6,"2007-07-06",2007,2,"CA1507",6,"2007-07-06","unknown","2007-07-06",0,5.9,16.6,16.5,16.55,6.06666666666667,17.3333333333333,6.0217425331502,6.19184825442562,6.42999626421123
"353",353,"2007_D105","CA020","CA068",4,4,"2007-07-04",2007,2,"CA1363",4,"2007-07-04","unknown","2007-07-04",0,6.2,17.6,17.5,17.55,6.375,17.5375,6.17422015176989,6.34849249476339,6.87130952374391
"354",354,"2007_D109","CA060","CA166",3,3,"2007-07-07",2007,2,"CA1501",1.5,"2007-07-07","unknown","2007-07-07",0,6.4,16.8,16.9,16.85,6.2,16.85,6.93174744350242,6.71513033589297,6.93174744350242
"355",355,"2007_D2","CA141","RX.YX|RX.sX",2,26,"2007-05-23",2007,2,"CA1232",26,"2007-05-24","fledged","2007-05-24",0,5.8,17.3,17.3,17.3,6.05,17.4,5.87214985449126,6.12525976201244,6.37836966953361
"356",356,"2007_D3","802122910","CA027",1,26,"2007-05-30",2007,2,"CA1403",26,"2007-05-30","fledged","2007-05-30",0,5.9,17.3,17.2,17.25,5.94,16.75,6.47058379312336,6.51445215782251,6.90926744011478
"357",357,"2007_D4","CA1217","CA180",3.5,26,"2007-05-30",2007,2,"CA1401",26,"2007-05-30","fledged","2007-05-30",0,6.1,17.1,17.2,17.15,5.6,17.35,6.21331664335548,5.70402839390011,6.21331664335548
"358",358,"2007_D6","CA1450","RX.YX|RX.GX",2.5,10,"2007-06-30",2007,2,"CA1353",2.5,"2007-06-30","died","2007-06-30",0,6.1,17.8,17.7,17.75,6.05,17.75,5.92291966764027,5.87437114577437,5.92291966764027
"359",359,"2007_D8","CA1254","CA1223",4,4,"2007-07-07",2007,2,"CA1512",4,"2007-07-07","unknown","2007-07-07",0,6.3,18.2,18.1,18.15,6.2,18,5.94006020290148,5.84577353301415,5.94006020290148
"360",360,"2007_E-301","18","8",1,26,"2007-05-26",2007,2,"CA1277",26,"2007-05-26","fledged","2007-05-27",-1,5.7,17.3,17.2,17.25,5.6,17.5666666666667,5.65652559394447,5.55728830282264,5.85500017618813
"361",361,"2007_E1","CA173","CA1201",2.5,26,"2007-05-11",2007,2,"CA1211",26,"2007-05-12","fledged","2007-05-12",0,5.3,17.3,17.5,17.4,5.75,17.575,5.25434066363209,5.70046392752538,6.14658719141867
"362",362,"2007_E102","CA1265","CA1444",1,7,"2007-06-27",2007,2,"CA1496",5.5,"2007-06-28","died","2007-06-28",0,6.8,17.5,17.6,17.55,6.6,17.5,6.80223400861553,6.60216830247978,6.80223400861553
"363",363,"2007_E2","CA262","2",1.5,6,"2007-07-02",2007,2,"CA1385",3,"2007-07-02","died","2007-07-02",0,5.4,15.6,15.7,15.65,5.83333333333333,16.5333333333333,6.08638515946242,6.5747987833699,6.87536101346681
"364",364,"2007_E3","CA1526","802122906",3,3,"2007-07-07",2007,2,"CA1509",1.5,"2007-07-07","unknown","2007-07-07",0,5.6,16.5,16.4,16.45,5.75,17.4,5.66966192847432,5.82152787298703,5.97339381749973
"365",365,"2007_E301","CA011","CA030",4,8,"2007-06-19",2007,2,"CA1460",4,"2007-06-19","died","2007-06-19",0,7,18.4,18.3,18.35,6.55,17.775,6.77673367340311,6.34108650868434,6.77673367340311
"366",366,"2007_E303","CA1465","CA1464",4,6,"2007-06-19",2007,2,"CA1462",1.5,"2007-06-19","unknown","2007-06-19",0,6.6,17.9,17.9,17.9,6.4,17.8666666666667,6.32084397095039,6.12930324455795,6.32084397095039
"367",367,"2008_A1","CA1268","802109716",6,26,"2008-05-15",2008,2,"CA1525",26,"2008-05-15","fledged","2008-05-15",0,5.5,17.5,17.6,17.55,5.5,17.35,5.60217074400904,5.60217074400904,5.70402839390011
"368",368,"2008_A10","CA1519","CA1545",26,26,"2008-06-05",2008,2,"CA2003",26,"2008-06-05","fledged","2008-06-05",0,6.5,18,18,18,6.53333333333333,17.5166666666667,6.48915035033795,6.52242804444225,6.78864959727662
"369",369,"2008_A102","CA1517","CA1222",5.5,26,"2008-05-29",2008,2,"CA1546",26,"2008-05-29","fledged","2008-05-30",-1,6.5,17.4,17.4,17.4,6.45,17.45,6.54132171023193,6.49100385092246,6.54132171023193
"370",370,"2008_A2","CA1504","CA1321",2.5,26,"2008-05-22",2008,2,"CA1540",26,"2008-05-21","fledged","2008-05-22",-1,6,16.4,16.2,16.3,5.95,16.725,6.60092719511861,6.54591946849262,6.60092719511861
"371",371,"2008_A4","CA137","CA178",2.5,26,"2008-05-16",2008,2,"DEAD.CHICK.A4.2008",2.5,"2008-05-16","died","2008-05-16",0,6,16,15.9,15.95,5.75,16.7,6.62169569954809,6.34579171206692,6.62169569954809
"372",372,"2008_A5","CA1254","CA093",1,26,"2008-05-19",2008,2,"CA1531",26,"2008-05-18","fledged","2008-05-18",0,6.2,18,18,18,6.06666666666667,17.9833333333333,5.85715664898879,5.73119629094602,5.85715664898879
"373",373,"2008_B103","CA1429","CA230",3.5,26,"2008-05-29",2008,2,"CA1568",26,"2008-05-30","fledged","2008-05-30",0,6.5,17,17.1,17.05,6.46666666666667,17.0333333333333,6.88187308515207,6.84658142830513,6.88187308515207
"374",374,"2008_C1","CA014","CA231",17,17,"2008-06-24",2008,2,"CA1590",6.5,"2008-06-24","died","2008-06-24",0,5.9,17,17.1,17.05,5.93333333333333,17.0166666666667,6.25947828201989,6.29484256609909,6.36557113425751
"375",375,"2008_C110","CA1550","CA1418",5,5,"2008-06-19",2008,2,"CA2055",5,"2008-06-19","unknown","2008-06-19",0,6.5,16.8,16.7,16.75,6.58333333333333,16.8333333333333,7.05470170880922,7.1451466025119,7.32603638991727
"376",376,"2008_C114","CA2051","CA1213",4.5,7,"2008-07-04",2008,2,"CA1600",8,"2008-07-03","unknown","2008-07-03",0,6.8,18,18.1,18.05,6.5,18.2833333333333,6.20461985791546,5.93088662888977,6.20461985791546
"377",377,"2008_C115","CA151","CA1310",7,7,"2008-07-04",2008,2,"CA2023",7,"2008-07-04","unknown","2008-07-04",0,6.4,17.1,17.1,17.1,6.25,17.025,6.78296503917337,6.62398929606775,6.78296503917337
"378",378,"2008_D3","CA1429","CA1499",3,8,"2008-07-03",2008,2,"CA1598",2.5,"2008-07-03","unknown","2008-07-03",0,6,17.4,17.3,17.35,6.25,17.425,6.05634987013943,6.30869778139524,6.56104569265104
"379",379,"2008_E101","CA1265","CA1444",2.5,22,"2008-05-31",2008,2,"CA1571",16.5,"2008-05-31","unknown","2008-05-31",0,6,16.8,16.8,16.8,6.1,16.7666666666667,6.56652609625728,6.67596819786157,6.78541029946586
"380",380,"2008_E102","CA1526","CA048",2.5,25,"2008-06-01",2008,2,"CA1574",26,"2008-06-01","fledged","2008-06-01",0,6.3,16.7,16.6,16.65,6.3,16.775,6.88766152474382,6.88766152474382,6.88766152474382
"381",381,"2009_A1","CA151","CA1310",4,26,"2009-05-15",2009,2,"CA2039",26,"2009-05-15","fledged","2009-05-15",0,6.5,17.3,17.4,17.35,6.55,17.4,6.58085759555055,6.63147957705479,6.68210155855902
"382",382,"2009_A201","CA081","CA1230",4.5,26,"2009-05-17",2009,2,"CA2047",2.5,"2009-05-17","died","2009-05-17",0,6.2,17.3,17.4,17.35,6.1,17.3333333333333,6.32793283144597,6.22586939868071,6.32793283144597
"383",383,"2009_A206","CA2041","CA1452",4,21,"2009-07-06",2009,2,"CA2285",2.5,"2009-07-06","died","2009-07-06",0,5.9,17.8,17.8,17.8,5.93333333333333,17.7,5.76276235039747,5.79532032977825,5.8604362885398
"384",384,"2009_A3","CA1526","CA048",8,26,"2009-05-17",2009,2,"CA2048",26,"2009-05-18","fledged","2009-05-18",0,6.6,17.5,17.6,17.55,6.26666666666667,17.3833333333333,6.6955625491171,6.35740282441422,6.6955625491171
"385",385,"2009_A6","CA136","CA2040",5,26,"2009-05-26",2009,2,"CA2302",5,"2009-05-26","died","2009-05-26",0,6.7,17.9,17.9,17.9,6.63333333333333,17.95,6.35421652172792,6.29099048668585,6.35421652172792
"386",386,"2009_A7","CA1278","CA1248",3.5,26,"2009-05-27",2009,2,"CA2215",3.5,"2009-05-27","died","2009-05-27",0,6.2,17.8,17.8,17.8,6.45,17.775,6.00224982501418,6.24427602763572,6.48630223025726
"387",387,"2009_A8","CA1254","CA093",3,5,"2009-06-01",2009,2,"CA2217",4,"2009-06-02","died","2009-06-02",0,6.5,18.2,18,18.1,6.35,17.875,6.21898069275852,6.07546575369486,6.21898069275852
"388",388,"2009_B101","CA2216","CA2209",4,4,"2009-06-20",2009,2,"CA2096",2,"2009-06-20","died","2009-06-20",0,6,17.5,17.5,17.5,5.95,17.475,6.02001704584582,5.96985023713044,6.02001704584582
"389",389,"2009_B102","CA1526","CA168",12,12,"2009-06-29",2009,2,"CA2279",14,"2009-06-29","unknown","2009-06-29",0,6.6,17.8,17.8,17.8,6.5,17.9166666666667,6.28385773688991,6.18864777117946,6.28385773688991
"390",390,"2009_B5","CA2050","CA230",7,9,"2009-06-10",2009,2,"CA2229",9,"2009-06-10","died","2009-06-10",0,6.5,17.3,17.3,17.3,6.6,17.5,6.5021354494119,6.60216830247978,6.70220115554765
"391",391,"2009_C-101","CA044","CA052",2.5,26,"2009-05-19",2009,2,"CA2205",26,"2009-05-19","fledged","2009-05-19",0,5.9,19,18.8,18.9,5.8,18.7833333333333,5.08688560956198,5.00066720939991,5.08688560956198
"392",392,"2009_C102","CA1382","CA1350",17.5,26,"2009-06-21",2009,2,"CA2245",26,"2009-06-21","fledged","2009-06-21",0,6.7,18.5,18.5,18.5,6.5,17.8875,6.40093036172289,6.20985781361176,6.59200290983402
"393",393,"2009_C103","CA1570","CA1418",4,4,"2009-06-30",2009,2,"CA2307",3,"2009-07-01","died","2009-07-01",0,5.9,17.5,17.5,17.5,5.75,17.725,5.74570676010061,5.59962946958957,5.74570676010061
"394",394,"2009_C104","17","CA1213",1,22,"2009-06-19",2009,2,"CA2093",26,"2009-06-19","fledged","2009-06-19",0,7,18,18,18,6.83333333333333,17.9,6.67773580506155,6.51874209541723,6.67773580506155
"395",395,"2009_C3","CA1579","CA1464",2,26,"2009-05-13",2009,2,"CA2034",26,"2009-05-13","fledged","2009-05-13",0,6.4,17.8,17.8,17.8,6.4,17.8166666666667,6.16548118432379,6.16548118432379,6.16548118432379
"396",396,"2009_C4","CA2207","CA1484",2,4,"2009-06-04",2009,2,"CA2071",4,"2009-06-04","died","2009-06-04",0,6.1,17.1,17.2,17.15,6.13333333333333,17.2166666666667,6.31479626602988,6.34930334945081,6.52183876655546
"397",397,"2009_D-1","CA1258","802109746",1,25,"2009-05-16",2009,2,"CA2043",26,"2009-05-16","fledged","2009-05-16",0,6.1,17.1,17.1,17.1,5.9,17.1,6.40561099657431,6.19559096389975,6.40561099657431
"398",398,"2009_D1","CA2208","CA1409",14,26,"2009-06-06",2009,2,"CA2078",26,"2009-06-06","fledged","2009-06-06",0,6.2,17.5,17.4,17.45,6.06666666666667,17.2666666666667,6.37934936323987,6.24215905435299,6.48224209490503
"399",399,"2009_D101","19","CA2211",1,6,"2009-06-10",2009,2,"UR2.C101.2009",1,"2009-06-10","died",NA,NA,NA,NA,NA,NA,6.3,17.7,NA,6.15345810296679,6.15345810296679
"400",400,"2009_D102","CA2212","CA108",1.5,6,"2009-06-09",2009,2,"CA2226",5,"2009-06-09","died","2009-06-09",0,5.9,17.4,17.4,17.4,5.9,17.3833333333333,5.98542712724104,5.98542712724104,6.28977087947364
"401",401,"2009_D103","CA171","CA1270",1.5,3,"2009-06-26",2009,2,"CA2272",2.5,"2009-06-25","died","2009-06-25",0,5.4,17.8,17.9,17.85,5.25,17.4,5.46717400245738,5.31530805794468,5.46717400245738
"402",402,"2009_D104","CA072","CA2224",9.5,25,"2009-06-16",2009,2,"CA2367",18,"2009-06-16","died",NA,NA,NA,NA,NA,NA,6.4,17.5,NA,6.40210259634403,6.60216830247978
"403",403,"2009_D106","CA1355","CA2074",9,16,"2009-06-21",2009,2,"CA2242",16,"2009-06-21","unknown","2009-06-21",0,6,18.1,17.9,18,6.36666666666667,17.85,5.75749467959886,6.10934157668545,6.62111888153869
"404",404,"2009_D107","CA125","CA229",5.5,26,"2009-06-26",2009,2,"CA2275",12,"2009-06-26","died","2009-06-26",0,6.5,17.6,17.6,17.6,6.3,17.4666666666667,6.52822097870982,6.32735264090336,6.52822097870982
"405",405,"2009_D108","CA081","CA078",2,14,"2009-06-27",2009,2,"CA2277",14,"2009-06-27","unknown","2009-06-27",0,6.4,17.3,17.4,17.35,6.65,17.625,6.30712397850953,6.55349600892006,6.79986803933059
"406",406,"2009_D110","CA1429","CA1309",1,4,"2009-06-19",2009,2,"CA2091",26,"2009-06-19","fledged","2009-06-19",0,6.7,18.2,18.2,18.2,6.6,18.025,6.29882128588529,6.204809027887,6.29882128588529
"407",407,"2009_D113","CA2087","CA324",4,4,"2009-07-06",2009,2,"CA2255",4,"2009-07-06","unknown","2009-07-06",0,6.3,18,17.9,17.95,5.93333333333333,17.6333333333333,6.20241513845943,5.84142801399883,6.20241513845943
"408",408,"2009_D2","CA1480","CA1260",2,6,"2009-06-08",2009,2,"CA2081",6,"2009-06-08","died","2009-06-08",0,6,16.1,16.2,16.15,6.1,16.75,6.58025470487122,6.68992561661907,6.79959652836693
"409",409,"2009_D3","CA2213","CA2210",12,26,"2009-06-20",2009,2,"CA2239",26,"2009-06-21","fledged","2009-06-21",0,6.1,17.8,17.9,17.85,6.25,17.725,5.94047648078198,6.08655377129301,6.23263106180405
"410",410,"2009_D4","CA1258","CA178",12,26,"2009-06-19",2009,2,"CA2248",26,"2009-06-20","fledged","2009-06-22",-2,NA,17.5,17.3,NA,6.7,18.6,NA,5.89685131812777,5.89685131812777
"411",411,"2009_E1","CA137","CA026",2.5,14,"2009-06-04",2009,2,"CA2223",6.5,"2009-06-04","died","2009-06-04",0,6.6,17.7,17.7,17.7,6.4,18.15,6.1154098965413,5.93009444513096,6.1154098965413
"412",412,"2009_E5","CA034","CA008",2,18,"2009-06-03",2009,2,"CA2068",13.5,"2009-06-03","died","2009-06-03",0,6,17,17.1,17.05,6.16666666666667,17.25,6.18609662817145,6.35793264562066,6.59850307004955
"413",413,"2009_E6","CA044","CA1545",7,17,"2009-06-24",2009,2,"CA2100",17,"2009-06-24","unknown","2009-06-24",0,6,17.4,17.5,17.45,6.16666666666667,17.35,6.1114589934644,6.28122174328286,6.41703194313762
"414",414,"2009_E9","CA1278","CA1430",19,19,"2009-07-08",2009,2,"CA2288",19,"2009-07-08","unknown","2009-07-08",0,6.1,17.1,17,17.05,6.25,17.125,6.38598912370307,6.54302164313839,6.70005416257371
"415",415,"2010_A-1","14","CA2324",3,4,"2010-05-05",2010,2,"CA2323",4,"2010-05-05","unknown","2010-05-08",-3,NA,18.5,18.5,NA,NA,NA,NA,NA,NA
"416",416,"2010_A10","CA2316","CA1534",2.5,4,"2010-05-17",2010,2,"CA2461",3,"2010-05-18","unknown","2010-05-18",0,5.4,16.7,16.8,16.75,5.4,16.85,5.84866190545517,5.84866190545517,5.84866190545517
"417",417,"2010_A101","CA112","CA108",1.5,4,"2010-05-21",2010,2,"CA2475",1.5,"2010-05-21","unknown","2010-05-21",0,6.1,17.8,17.7,17.75,6.1,17.875,5.83627418858877,5.83627418858877,5.83627418858877
"418",418,"2010_A102","CA2321","CA1309",1,7,"2010-05-21",2010,2,"CA2477",4,"2010-05-21","died","2010-05-21",0,6.3,18.6,18.7,18.65,6.03333333333333,17.6666666666667,6.17786503269096,5.91636810009028,6.27592638241621
"419",419,"2010_A103","CA125","CA110",1,26,"2010-05-20",2010,2,"CA2469",26,"2010-05-20","fledged","2010-05-20",0,6.6,18.2,18.2,18.2,6.63333333333333,18.2833333333333,6.022131038565,6.05254584179008,6.11337544824023
"420",420,"2010_A106","CA1429","CA1230",6,26,"2010-05-06",2010,2,"CA2411",26,"2010-05-07","fledged","2010-05-07",0,6.5,17.9,17.9,17.9,6.15,17.6625,6.37714581446538,6.03376103984032,6.37714581446538
"421",421,"2010_A108","CA2231","CA2427",26,26,"2010-05-12",2010,2,"CA2429",26,"2010-05-12","fledged","2010-05-12",0,5.8,17.5,17.7,17.6,5.8,17.475,5.81934981098429,5.81934981098429,5.81934981098429
"422",422,"2010_A109","CA1356","CA2245",2.5,26,"2010-06-10",2010,2,"CA2505",2.5,"2010-06-10","died","2010-06-10",0,5.9,18.2,18.2,18.2,5.96666666666667,18.2333333333333,5.41446834641653,5.47564877970937,5.87332159611284
"423",423,"2010_A11","CA1519","CA1321",20,26,"2010-05-15",2010,2,"CA2336",20,"2010-05-15","died","2010-05-15",0,5.3,17.2,17.3,17.25,5.93333333333333,17.5166666666667,5.29115336258325,5.9234295505649,6.28948418571216
"424",424,"2010_A110","CA2093","CA2240",3,3,"2010-06-15",2010,2,"CA2519",3,"2010-06-15","unknown","2010-06-16",-1,5.3,NA,NA,NA,5.25,24,2.73120827676557,2.70544216094703,2.73120827676557
"425",425,"2010_A113","CA103","CA2248",5,5,"2010-06-25",2010,2,"CA2348",5,"2010-06-25","unknown","2010-06-25",0,6.1,17.2,17.3,17.25,6.6,17.2833333333333,6.26375309396832,6.77717547871983,7.18791338652103
"426",426,"2010_A12","CA2038","CA2404",1,15,"2010-05-20",2010,2,"CA2470",2.5,"2010-05-20","died","2010-05-20",0,6.3,18.8,18.7,18.75,6.2,18.575,5.56048380522831,5.47222215752628,5.56048380522831
"427",427,"2010_A13","CA2312","CA1234",13,26,"2010-05-22",2010,2,"CA2481",5,"2010-05-22","unknown","2010-05-23",-1,6,18.6,18.7,18.65,6.1,18.0833333333333,5.60259183318566,5.69596836373876,5.97609795539804
"428",428,"2010_A14","CA2313","CA2424",10,12,"2010-05-23",2010,2,"CA2485",12,"2010-05-23","died","2010-05-23",0,6.7,17.7,17.8,17.75,6.43333333333333,17.75,6.50550193003112,6.24657648007963,6.50550193003112
"429",429,"2010_A16","CA171","CA1270",2,4,"2010-05-12",2010,2,"CA2431",4,"2010-05-12","unknown","2010-05-12",0,6.2,17.3,17.3,17.3,5.93333333333333,17.7833333333333,5.99634472846174,5.73843742831285,6.18977520357341
"430",430,"2010_A17","CA2039","CA2268",5.5,18,"2010-05-15",2010,2,"CA2432",10.5,"2010-05-15","died","2010-05-15",0,6.4,17.9,17.8,17.85,6.16666666666667,17.8666666666667,6.12930324455795,5.90583906376678,6.12930324455795
"431",431,"2010_A18","CA2310","CA231",2,26,"2010-05-09",2010,2,"CA2420",26,"2010-05-09","fledged","2010-05-09",0,6.1,18,18.3,18.15,6.03333333333333,18.4833333333333,5.44018629173728,5.38073070384944,5.44018629173728
"432",432,"2010_A2","20","CA1425",2,26,"2010-05-01",2010,2,"CA2264",26,"2010-05-01","fledged","2010-05-01",0,5.8,17.9,18.1,18,5.8,17.85,5.5655781902789,5.5655781902789,5.5655781902789
"433",433,"2010_A20","CA2405","CA2309",11.5,26,"2010-05-15",2010,2,"CA2435",26,"2010-05-15","fledged","2010-05-15",0,6,17.8,17.9,17.85,6.13333333333333,18.1666666666667,5.54875805366086,5.67206378818666,5.91867525723825
"434",434,"2010_A21","CA2036","CA107",8.5,26,"2010-05-14",2010,2,"CA2329",26,"2010-05-14","fledged","2010-05-14",0,5.8,17.7,17.7,17.7,5.76666666666667,17.7333333333333,5.64274933851157,5.61031974461207,5.74003812021004
"435",435,"2010_A22","CA136","CA178",14,26,"2010-05-08",2010,2,"CA2415",26,"2010-05-08","fledged","2010-05-08",0,6.2,17.9,17.1,17.5,6.1,17.9,5.91456599876881,5.81916977298221,5.91456599876881
"436",436,"2010_A25","CA2037","CA1204",4,4,"2010-05-23",2010,2,"CA2344",3,"2010-05-23","died","2010-05-23",0,5.9,18,18,18,5.8,17.8,5.69498473948714,5.59845957441109,5.69498473948714
"437",437,"2010_A27","CA1278","CA1248",25,25,"2010-05-04",2010,2,"CA2270",26,"2010-05-04","fledged","2010-05-04",0,5.5,17.9,18,17.95,5.66666666666667,18.2166666666667,5.05708825711451,5.21033335581495,5.3329294347753
"438",438,"2010_A29","CA1562","CA026",4,4,"2010-05-18",2010,2,"CA2463",4,"2010-05-18","died","2010-05-19",-1,5,16.8,16.8,16.8,5.2,17.225,5.17080521316843,5.37763742169517,5.58446963022191
"439",439,"2010_A3","CA081","CA078",24,26,"2010-05-17",2010,2,"CA2456",26,"2010-05-17","fledged","2010-05-17",0,6.2,18,18,18,5.93333333333333,18.0333333333333,5.8231050582631,5.57264892672491,5.8231050582631
"440",440,"2010_A30","CA2325","CA2422",2.5,5,"2010-05-30",2010,2,"CA2346",5,"2010-05-30","unknown","2010-05-30",0,6.6,17.8,17.9,17.85,6.5,17.7666666666667,6.39578696224882,6.29888109918444,6.39578696224882
"441",441,"2010_A4","CA141","CA2267",5,8.5,"2010-05-17",2010,2,"CA2458",8.5,"2010-05-17","died","2010-05-17",0,5.7,17.2,17.2,17.2,5.8,18.2,5.2510662642955,5.34319023384455,5.52743817294263
"442",442,"2010_A5","CA2299","CA2298",1.5,26,"2010-05-03",2010,2,"CA2401",26,"2010-05-05","fledged","2010-05-05",0,5.7,17.1,17.2,17.15,5.55,17.3,5.84118010008617,5.68746483429443,5.84118010008617
"443",443,"2010_A7","CA1263","CA168",1,24,"2010-05-17",2010,2,"CA2446",11,"2010-05-17","died","2010-05-17",0,5.9,18.5,18.5,18.5,5.76666666666667,18.4833333333333,5.26181952807376,5.14290835229808,5.35100290990551
"444",444,"2010_A8","CA1538","CA2403",12,26,"2010-05-15",2010,2,"CA2437",13.5,"2010-05-15","died","2010-05-15",0,6.4,18.5,18.5,18.5,6.125,18.2625,5.85364055735177,5.60211693965306,5.94510369106039
"445",445,"2010_A9","CA2406","CA2002",1.5,4,"2010-05-22",2010,2,"CA2342",3.5,"2010-05-22","died","2010-05-22",0,5.6,17.6,17.7,17.65,5.65,17.675,5.48599992955102,5.53498207177916,5.58396421400729
"446",446,"2010_B-1","CA171","5",2,6,"2010-07-02",2010,2,"CA2356",4,"2010-07-02","died","2010-07-03",-1,6.4,17.3,17.4,17.35,6.55,17.425,6.46010652814872,6.61151527490221,6.76292402165569
"447",447,"2010_B101","CA1268","CA2462",4,9,"2010-05-20",2010,2,"CA2465",2.5,"2010-05-20","died","2010-05-20",0,5.6,17.8,17.9,17.85,5.76666666666667,17.5833333333333,5.54623216862101,5.71129860221093,5.84335174908286
"448",448,"2010_C1","CA2236","CA1272",11,26,"2010-05-03",2010,2,"CA2300",26,"2010-05-03","fledged","2010-05-03",0,6.3,16.9,16.8,16.85,6.23333333333333,16.9166666666667,6.76709143219853,6.69548199905357,6.76709143219853
"449",449,"2010_C104","CA2487","CA2440",1.5,3,"2010-06-04",2010,2,"CA2496",3,"2010-06-04","unknown","2010-06-04",0,6.2,17.6,17.5,17.55,6.2,18,5.84577353301415,5.84577353301415,5.94006020290148
"450",450,"2010_C108","CA2050","CA1416",16,16,"2010-06-15",2010,2,"CA2514",16,"2010-06-15","unknown","2010-06-16",-1,6.5,18.8,18.8,18.8,6.43333333333333,18.7,5.65677025754479,5.59875210105715,5.65677025754479
"451",451,"2010_C111","CA2265","CA1310",3,3,"2010-06-23",2010,2,"CA2527",1,"2010-06-23","died","2010-06-23",0,5.9,17.9,18,17.95,6.03333333333333,18.1166666666667,5.48795008618764,5.61197155706194,6.1390628082777
"452",452,"2010_C115","CA2036","CA2282",5,5,"2010-06-27",2010,2,"CA2352",5,"2010-06-27","unknown","2010-06-27",0,6.3,17.3,17.2,17.25,6.4,17.35,6.41703194313762,6.5188895930287,6.82446254270192
"453",453,"2010_C2","CA1531","CA1499",3.5,6,"2010-05-14",2010,2,"CA2332",6,"2010-05-14","died","2010-05-14",0,6.3,18.5,18.6,18.55,6.26666666666667,18.3666666666667,5.69376298356979,5.66363725349799,5.78414017378519
"454",454,"2010_C3","CA1570","CA1418",10,26,"2010-05-04",2010,2,"CA2315",5,"2010-05-04","unknown","2010-05-04",0,5.3,15.9,16,15.95,5.33333333333333,16.6666666666667,5.87375805058702,5.91069992511901,5.984583674183
"455",455,"2010_D-1","22","4",1,26,"2010-05-01",2010,2,"CA2290",26,"2010-05-01","fledged","2010-05-02",-1,5.1,16.9,16.8,16.85,5.23333333333333,16.7666666666667,5.58154718181869,5.72746998395774,5.90987348663156
"456",456,"2010_D1","CA1552","CA054",2,26,"2010-05-16",2010,2,"CA2443",26,"2010-05-16","fledged","2010-05-16",0,5.7,18.1,18.1,18.1,5.83333333333333,17.7333333333333,5.54546055681309,5.67517893241106,5.74003812021004
"457",457,"2010_E-1","25","12",1.5,26,"2010-05-04",2010,2,"CA2320",26,"2010-05-04","fledged","2010-05-06",-2,NA,17.4,17.5,NA,NA,NA,NA,NA,NA
"458",458,"2010_E102","CA2041","CA2241",2.5,9,"2010-06-11",2010,2,"E102.DEAD.CHICK",1,"2010-06-11","died","2010-06-11",0,6,18,18,18,6.16666666666667,17.9,5.72377354719562,5.88276725683994,6.0099622245554
"459",459,"2011_A1","CA2039","CA2043",1,3,"2011-05-18",2011,2,"CA2378",3,"2011-05-18","unknown","2011-05-18",0,6.2,17.4,17.4,17.4,6.23333333333333,17.2,6.4313850069008,6.46596234564758,6.53511702314113
"460",460,"2011_A101","CA2036","CA107",2,26,"2011-06-03",2011,2,"CA3208",26,"2011-06-03","fledged","2011-06-04",-1,5.7,17.6,17.6,17.6,5.83333333333333,17.4166666666667,5.7593149592283,5.89403577698802,6.06243679918768
"461",461,"2011_A102","CA1278","CA1248",6,26,"2011-05-21",2011,2,"CA2390",26,"2011-05-22","fledged","2011-05-22",0,6,16.9,16.9,16.9,6.1,17.125,6.28130077741285,6.38598912370307,6.49067746999328
"462",462,"2011_A104","CA1519","CA1321",6.5,26,"2011-05-29",2011,2,"CA3203",3,"2011-05-29","died","2011-05-29",0,6.1,17.2,17.1,17.15,6.16666666666667,17.15,6.36645584999763,6.43603460245662,6.5751921073746
"463",463,"2011_A105","CA1562","CA1310",1,26,"2011-06-08",2011,2,"CA2568",2,"2011-06-08","died","2011-06-08",0,6.1,16.4,16.3,16.35,5.95,16.475,6.92658238375258,6.7562565874308,6.92658238375258
