"","X","dayID","Nest_ID","Brood_age","Date2","Year","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Hatching_date","Parents","male_care","female_care","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","Manipulation","M_tarsus_mean","Male_CI","F_tarsus_mean","Female_CI","Chick1_pres_full","Chick2_pres_full","Chick3_pres_full","Chick4_pres_full","Chick5_pres_full","Chick_nr2","julian_hatching_date","Mean_hatching_date","Sd","Relative_hatching_date","Chick_presence_max_age","Chick_presence_max_day","Male_care_full","Female_care_full","Brood_fate","Chick1_pres_lead","Chick2_pres_lead","Chick3_pres_lead","Chick4_pres_lead","Chick5_pres_lead","Female_care_lead","Chick1_change_lead","Chick2_change_lead","Chick3_change_lead","Chick4_change_lead","Chick5_change_lead","Chick_change_nr","Chick_change","Female_change","End_of_care","Mean_brood_CI","Max_chick_CI"
"2058",2058,"2008_C115_2","2008_C115",2,"2008-07-06",2008,"CA1310","CA151","CA2022","2008-07-04","unknown","CA2023","2008-07-04","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,706,"2008-07-04",4,1,1,2,2,2,NA,NA,NA,7,7,NA,NA,NA,7,7,"M",25.2,36.9803135458302,24.9,37.3912814137046,1,1,NA,NA,NA,2,186,150.233663366337,14.6138407244566,2.44742893453106,7,6,1,1,"unknown",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Unfinished",6.62398929606775,6.78296503917337
"2059",2059,"2008_C115_3","2008_C115",3,"2008-07-07",2008,"CA1310","CA151","CA2022","2008-07-04","unknown","CA2023","2008-07-04","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,707,"2008-07-04",4,1,1,2,2,2,NA,NA,NA,7,7,NA,NA,NA,7,7,"M",25.2,36.9803135458302,24.9,37.3912814137046,1,1,NA,NA,NA,2,186,150.233663366337,14.6138407244566,2.44742893453106,7,6,1,1,"unknown",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Unfinished",6.62398929606775,6.78296503917337
"2060",2060,"2008_C115_4","2008_C115",4,"2008-07-08",2008,"CA1310","CA151","CA2022","2008-07-04","unknown","CA2023","2008-07-04","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,7,7,"M",25.2,36.9803135458302,24.9,37.3912814137046,1,1,NA,NA,NA,2,186,150.233663366337,14.6138407244566,2.44742893453106,7,6,1,1,"unknown",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Unfinished",6.62398929606775,6.78296503917337
"2061",2061,"2008_C115_5","2008_C115",5,"2008-07-09",2008,"CA1310","CA151","CA2022","2008-07-04","unknown","CA2023","2008-07-04","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,7,7,"M",25.2,36.9803135458302,24.9,37.3912814137046,1,1,NA,NA,NA,2,186,150.233663366337,14.6138407244566,2.44742893453106,7,6,1,1,"unknown",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Unfinished",6.62398929606775,6.78296503917337
"2062",2062,"2008_C115_6","2008_C115",6,"2008-07-10",2008,"CA1310","CA151","CA2022","2008-07-04","unknown","CA2023","2008-07-04","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,710,"2008-07-04",4,1,1,2,2,2,NA,NA,NA,7,7,NA,NA,NA,7,7,"M",25.2,36.9803135458302,24.9,37.3912814137046,1,1,NA,NA,NA,2,186,150.233663366337,14.6138407244566,2.44742893453106,7,6,1,1,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"Unfinished",6.62398929606775,6.78296503917337
"2063",2063,"2008_D3_0","2008_D3",0,"2008-07-03",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,703,"2008-07-03",4,1,1,2,2,2,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,1,NA,NA,NA,2,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,1,"died",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",6.30869778139524,6.56104569265104
"2064",2064,"2008_D3_1","2008_D3",1,"2008-07-04",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,1,NA,NA,NA,2,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,1,"died",1,0,NA,NA,NA,1,0,1,NA,NA,NA,1,1,0,"Desertion",6.30869778139524,6.56104569265104
"2065",2065,"2008_D3_2","2008_D3",2,"2008-07-05",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,705,"2008-07-03",4,1,1,1,2,0,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,0,NA,NA,NA,1,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,1,"died",1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,1,"Desertion",6.30869778139524,6.56104569265104
"2066",2066,"2008_D3_3","2008_D3",3,"2008-07-06",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,706,"2008-07-03",3,1,0,1,2,0,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,0,NA,NA,NA,1,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,0,"died",1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.30869778139524,6.56104569265104
"2067",2067,"2008_D3_4","2008_D3",4,"2008-07-07",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,707,"2008-07-03",3,1,0,1,2,0,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,0,NA,NA,NA,1,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,0,"died",1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.30869778139524,6.56104569265104
"2068",2068,"2008_D3_5","2008_D3",5,"2008-07-08",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,0,NA,NA,NA,1,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,0,"died",1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.30869778139524,6.56104569265104
"2069",2069,"2008_D3_6","2008_D3",6,"2008-07-09",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,0,NA,NA,NA,1,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,0,"died",1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.30869778139524,6.56104569265104
"2070",2070,"2008_D3_7","2008_D3",7,"2008-07-10",2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,710,"2008-07-03",3,1,0,1,2,0,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,1,0,NA,NA,NA,1,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,1,0,"died",0,0,0,0,0,0,1,0,NA,NA,NA,1,1,0,"Desertion",6.30869778139524,6.56104569265104
"2071",2071,NA,"2008_D3",8,NA,2008,"CA1499","CA1429","CA1597","2008-07-02","died","CA1598","2008-07-03","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-03",0,NA,NA,1,NA,NA,NA,NA,NA,7,2.5,NA,NA,NA,3,8,"M",25.5,35.7761046224046,25.3,38.1634336851321,0,0,0,0,0,0,185,150.233663366337,14.6138407244566,2.37900065350248,7,7,0,0,"died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"Desertion",6.30869778139524,6.56104569265104
"2072",2072,"2008_E101_0","2008_E101",0,"2008-05-31",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,531,"2008-05-31",4,1,1,1,2,2,2,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,1,NA,NA,3,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,1,"fledged",1,1,0,NA,NA,1,0,0,1,NA,NA,1,1,0,"Desertion",6.67596819786157,6.78541029946586
"2073",2073,"2008_E101_1","2008_E101",1,"2008-06-01",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,601,"2008-05-31",4,1,1,1,2,0,0,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2074",2074,"2008_E101_2","2008_E101",2,"2008-06-02",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,1,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,1,"Desertion",6.67596819786157,6.78541029946586
"2075",2075,"2008_E101_3","2008_E101",3,"2008-06-03",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,603,"2008-05-31",3,1,0,2,2,2,0,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2076",2076,"2008_E101_4","2008_E101",4,"2008-06-04",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2077",2077,"2008_E101_5","2008_E101",5,"2008-06-05",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,605,"2008-05-31",3,1,0,2,2,2,0,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2078",2078,"2008_E101_6","2008_E101",6,"2008-06-06",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2079",2079,"2008_E101_7","2008_E101",7,"2008-06-07",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2080",2080,"2008_E101_8","2008_E101",8,"2008-06-08",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2081",2081,"2008_E101_9","2008_E101",9,"2008-06-09",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2082",2082,"2008_E101_10","2008_E101",10,"2008-06-10",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,610,"2008-05-31",3,1,0,2,2,2,0,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2083",2083,"2008_E101_11","2008_E101",11,"2008-06-11",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,611,"2008-05-31",3,1,0,2,2,2,0,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2084",2084,"2008_E101_12","2008_E101",12,"2008-06-12",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2085",2085,"2008_E101_13","2008_E101",13,"2008-06-13",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2086",2086,"2008_E101_14","2008_E101",14,"2008-06-14",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2087",2087,"2008_E101_15","2008_E101",15,"2008-06-15",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,1,0,NA,NA,2,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,0,0,NA,NA,0,0,1,0,NA,NA,1,1,0,"Desertion",6.67596819786157,6.78541029946586
"2088",2088,"2008_E101_16","2008_E101",16,"2008-06-16",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,0,0,NA,NA,1,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2089",2089,"2008_E101_17","2008_E101",17,"2008-06-17",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,0,0,NA,NA,1,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2090",2090,"2008_E101_18","2008_E101",18,"2008-06-18",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,0,0,NA,NA,1,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2091",2091,"2008_E101_19","2008_E101",19,"2008-06-19",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,619,"2008-05-31",3,1,0,1,2,0,0,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,0,0,NA,NA,1,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2092",2092,"2008_E101_20","2008_E101",20,"2008-06-20",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,0,0,NA,NA,1,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",6.67596819786157,6.78541029946586
"2093",2093,"2008_E101_21","2008_E101",21,"2008-06-21",2008,"CA1444","CA1265","CA1570","2008-05-30","fledged","CA1571","2008-05-31","unknown","CA1572","2008-05-31","unknown",NA,NA,NA,NA,NA,NA,621,"2008-05-31",3,1,0,1,2,0,0,NA,NA,26,16.5,1,NA,NA,2.5,22,"M",25.8,36.547416936862,25.4,39.5682794411643,1,0,0,NA,NA,1,152,150.233663366337,14.6138407244566,0.12086737955939,26,21,1,0,"fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"Desertion",6.67596819786157,6.78541029946586
"2094",2094,"2008_E102_0","2008_E102",0,"2008-06-01",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,601,"2008-06-01",4,1,1,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,1,"fledged",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
"2095",2095,"2008_E102_1","2008_E102",1,"2008-06-02",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,1,"fledged",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
"2096",2096,"2008_E102_2","2008_E102",2,"2008-06-03",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,1,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,1,"Desertion",6.88766152474382,6.88766152474382
"2097",2097,"2008_E102_3","2008_E102",3,"2008-06-04",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
"2098",2098,"2008_E102_4","2008_E102",4,"2008-06-05",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,605,"2008-06-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
"2099",2099,"2008_E102_5","2008_E102",5,"2008-06-06",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
"2100",2100,"2008_E102_6","2008_E102",6,"2008-06-07",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
"2101",2101,"2008_E102_7","2008_E102",7,"2008-06-08",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
"2102",2102,"2008_E102_8","2008_E102",8,"2008-06-09",2008,"CA048","CA1526","CA1573","2008-06-01","fledged","CA1574","2008-06-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2.5,25,"U",24.5,40.308937507169,24,34.4716547717178,1,1,NA,NA,NA,2,153,150.233663366337,14.6138407244566,0.189295660587969,26,24,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",6.88766152474382,6.88766152474382
